T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

10.746,23.348,11.989,7.791,11840,15.385,413
22.452,23.353,11.978,7.791,12160,15.385,413
30.802,23.353,11.989,7.791,12480,15.385,413
40.781,23.353,11.978,7.791,12640,15.374,413
50.776,23.353,11.978,8.000,12960,15.264,413
60.885,23.353,11.857,8.000,13120,15.077,413
69.850,23.353,11.857,8.000,13440,14.879,413
77.766,23.353,11.703,8.451,13600,14.670,413
86.776,23.353,11.703,8.451,13920,14.495,413
95.760,23.353,11.692,8.615,14080,14.330,413
106.270,23.353,11.692,8.791,14240,14.165,413
114.753,23.348,11.538,8.791,14560,13.978,413
124.269,23.348,11.538,9.110,14720,13.846,413
135.809,23.348,11.429,9.110,15040,13.703,413
142.802,23.348,11.429,9.110,15200,13.582,413
151.010,23.348,11.429,9.418,15360,13.451,413
157.628,23.348,11.330,9.418,15520,13.451,413
164.759,23.348,11.330,9.626,15680,13.297,413
171.719,23.348,11.330,9.626,15840,13.154,427
179.720,23.348,11.330,9.703,16000,13.033,427
186.807,23.348,11.220,9.703,16160,13.033,427
194.837,23.348,11.220,9.967,16320,12.901,427
203.822,23.348,11.187,9.967,16480,12.780,427
210.667,23.348,11.143,9.967,16640,12.681,427
217.784,23.348,11.143,10.011,16800,12.582,427
225.735,23.348,11.143,10.220,16960,12.582,427
235.079,23.348,11.077,10.220,17120,12.484,427
242.913,23.348,11.077,10.429,17280,12.385,427
251.178,23.348,11.077,10.440,17440,12.308,427
258.855,23.348,11.011,10.440,17600,12.220,462
266.844,23.348,11.011,10.440,17760,12.143,462
274.774,23.348,10.989,10.648,17920,12.066,462
281.762,23.348,10.989,10.648,17920,12.000,462
288.758,23.348,10.978,10.747,18080,12.000,462
296.817,23.348,10.978,10.813,18240,11.923,462
303.742,23.348,10.956,10.813,18400,11.868,462
310.778,23.348,10.956,10.813,18400,11.835,462
317.744,23.339,10.956,10.879,18560,11.835,462
324.746,23.339,10.967,10.879,18720,11.813,462
331.747,23.339,10.978,10.879,18720,11.780,462
341.697,23.339,10.978,10.890,18880,11.769,462
348.823,23.339,11.000,10.901,18880,11.747,495
355.743,23.339,11.000,10.901,19040,11.736,495
363.765,23.339,11.011,10.945,19040,11.736,495
370.764,23.339,11.011,10.945,19200,11.714,495
378.779,23.339,11.033,10.945,19200,11.692,495
385.861,23.339,11.033,10.945,19360,11.681,495
392.744,23.339,11.033,10.967,19360,11.681,495
399.682,23.339,11.044,10.967,19520,11.659,495
406.709,23.339,11.055,10.967,19520,11.648,495
413.677,23.344,11.055,10.978,19520,11.637,495
420.737,23.344,11.055,10.989,19680,11.637,495
428.740,23.344,11.088,10.989,19680,11.626,495
435.734,23.344,11.088,10.989,19680,11.615,521
442.778,23.344,11.088,11.033,19680,11.593,521
449.729,23.344,11.088,11.033,19840,11.582,521
456.733,23.344,11.110,11.033,19840,11.582,521
464.663,23.344,11.110,11.033,19840,11.571,521
472.934,23.344,11.121,11.033,19840,11.560,521
481.681,23.344,11.132,11.033,19840,11.549,521
488.669,23.344,11.132,11.055,19840,11.538,521
495.797,23.344,11.132,11.055,19840,11.527,521
502.706,23.344,11.154,11.055,19840,11.527,521
509.667,23.344,11.154,11.055,19840,11.516,521
516.660,23.344,11.154,11.099,19840,11.505,521
523.747,23.344,11.165,11.099,19840,11.505,521
532.696,23.344,11.187,11.110,19840,11.495,523
539.700,23.344,11.187,11.132,19840,11.484,523
546.640,23.344,11.198,11.132,19840,11.473,523
553.879,23.344,11.198,11.132,19840,11.462,523
560.728,23.344,11.209,11.154,19840,11.462,523
567.721,23.344,11.209,11.154,19840,11.451,523
574.836,23.344,11.231,11.154,19680,11.440,523
581.877,23.344,11.231,11.154,19680,11.429,523
589.835,23.344,11.231,11.176,19680,11.429,523
599.843,23.344,11.242,11.176,19680,11.407,523
606.779,23.344,11.264,11.187,19520,11.407,523
614.792,23.339,11.264,11.187,19520,11.407,498
622.110,23.339,11.286,11.187,19360,11.396,498
629.806,23.339,11.286,11.187,19360,11.385,498
637.875,23.339,11.286,11.209,19200,11.374,498
644.797,23.339,11.286,11.209,19200,11.374,498
652.046,23.339,11.297,11.209,19040,11.363,498
660.745,23.339,11.297,11.209,19040,11.352,498
667.756,23.339,11.308,11.231,18880,11.352,498
674.762,23.339,11.308,11.231,18880,11.341,498
682.829,23.339,11.308,11.242,18720,11.341,498
692.830,23.339,11.319,11.242,18720,11.341,498
703.828,23.339,11.330,11.242,18560,11.319,498
710.854,23.339,11.330,11.253,18400,11.319,474
719.005,23.339,11.330,11.253,18240,11.319,474
725.876,23.339,11.352,11.253,18080,11.308,474
732.844,23.339,11.352,11.264,17920,11.297,474
