T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

14.190,19.407,11.352,7.769,4875,16.055,421
28.884,19.407,11.363,7.769,5111,16.055,420
38.920,19.407,11.341,7.769,5226,16.044,420
49.027,19.398,11.341,7.824,5305,15.989,420
62.153,19.398,11.330,7.824,5384,15.846,420
72.164,19.398,11.253,8.132,5487,15.725,420
82.016,19.398,11.253,8.132,5565,15.604,420
90.868,19.398,11.165,8.330,5642,15.505,420
99.882,19.403,11.165,8.330,5711,15.440,420
108.931,19.403,11.165,8.341,5781,15.374,420
117.801,19.403,11.121,8.473,5851,15.297,422
134.859,19.403,11.110,8.473,5919,15.165,422
143.858,19.403,11.055,8.626,6050,15.088,422
151.841,19.399,11.055,8.626,6119,15.011,422
158.841,19.399,10.989,8.626,6180,14.934,422
165.777,19.399,10.989,8.758,6234,14.934,422
172.888,19.399,10.978,8.758,6286,14.879,422
178.869,19.399,10.989,8.824,6340,14.791,422
184.797,19.399,10.945,8.824,6385,14.791,422
192.879,19.385,10.945,8.945,6430,14.681,422
201.788,19.385,10.945,8.945,6491,14.604,422
207.793,19.385,10.912,9.110,6557,14.516,443
213.870,19.385,10.868,9.110,6602,14.516,443
220.991,19.385,10.868,9.110,6647,14.429,443
237.346,19.385,10.868,9.110,6700,14.352,443
243.779,19.385,10.835,9.253,6820,14.220,443
251.859,19.403,10.835,9.253,6867,14.220,443
261.909,19.403,10.802,9.341,6926,14.110,443
268.832,19.403,10.802,9.363,6998,14.110,443
277.848,19.403,10.802,9.363,7048,14.044,443
284.853,19.403,10.758,9.505,7112,13.967,443
292.907,19.408,10.736,9.505,7162,13.890,443
301.887,19.408,10.736,9.527,7219,13.824,479
309.846,19.408,10.681,9.681,7282,13.747,479
318.838,19.408,10.681,9.681,7337,13.681,479
325.846,19.408,10.692,9.681,7399,13.681,479
340.842,19.408,10.659,9.802,7447,13.549,479
352.000,19.399,10.659,9.802,7549,13.495,479
359.905,19.399,10.626,9.934,7624,13.440,479
368.845,19.399,10.615,9.934,7677,13.385,479
375.839,19.399,10.615,9.989,7736,13.330,479
382.862,19.399,10.593,9.989,7782,13.275,479
391.950,19.399,10.593,10.044,7827,13.275,522
399.838,19.399,10.582,10.044,7886,13.209,522
411.109,19.399,10.582,10.165,7936,13.099,522
418.033,19.399,10.560,10.165,8007,13.099,522
428.102,19.399,10.560,10.165,8051,13.044,522
438.961,19.399,10.538,10.275,8113,13.000,522
448.044,19.389,10.538,10.275,8179,12.956,522
455.871,19.389,10.538,10.363,8234,12.923,522
465.859,19.389,10.527,10.374,8280,12.890,522
472.863,19.389,10.527,10.374,8339,12.857,522
480.402,19.389,10.527,10.429,8380,12.835,562
489.967,19.389,10.527,10.429,8423,12.813,562
499.921,19.394,10.527,10.429,8478,12.791,562
508.015,19.394,10.538,10.451,8533,12.780,562
515.962,19.394,10.538,10.451,8578,12.769,562
526.000,19.394,10.538,10.451,8621,12.758,562
534.955,19.394,10.549,10.473,8675,12.747,562
546.025,19.394,10.549,10.473,8722,12.736,562
554.693,19.385,10.571,10.473,8780,12.725,562
562.266,19.385,10.571,10.473,8824,12.714,562
569.470,19.385,10.571,10.473,8862,12.714,575
578.566,19.385,10.571,10.495,8898,12.703,575
587.031,19.385,10.582,10.495,8942,12.692,575
594.267,19.390,10.582,10.495,8983,12.681,575
603.851,19.390,10.582,10.505,9017,12.670,575
615.043,19.390,10.593,10.505,9061,12.659,575
628.940,19.390,10.593,10.516,9112,12.637,575
639.733,19.390,10.615,10.516,9173,12.626,575
646.860,19.394,10.615,10.527,9219,12.615,575
656.898,19.394,10.626,10.538,9249,12.604,565
666.914,19.394,10.626,10.538,9290,12.593,565
676.257,19.394,10.626,10.538,9329,12.593,565
684.015,19.394,10.637,10.560,9366,12.582,565
691.883,19.389,10.637,10.560,9395,12.582,565
701.941,19.389,10.637,10.571,9424,12.571,565
709.853,19.389,10.659,10.571,9460,12.560,565
720.897,19.389,10.659,10.571,9488,12.538,565
728.126,19.389,10.659,10.582,9525,12.538,565
739.022,19.389,10.670,10.582,9549,12.527,565
753.917,19.394,10.670,10.604,9584,12.527,542
764.404,19.394,10.670,10.604,9630,12.516,542
771.998,19.394,10.670,10.615,9660,12.505,542
779.878,19.394,10.692,10.626,9681,12.505,542
785.801,19.394,10.692,10.626,9703,12.495,542
793.887,19.389,10.692,10.626,9718,12.495,542
800.799,19.389,10.703,10.637,9739,12.495,542
808.789,19.389,10.714,10.637,9756,12.484,542
817.767,19.389,10.714,10.637,9775,12.473,542
824.879,19.389,10.725,10.637,9795,12.473,542
830.864,19.389,10.725,10.648,9811,12.462,542
