T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

14.708,19.430,11.487,3.941,0,18.713,322
22.926,19.430,11.487,3.941,1,18.713,322
33.814,19.430,11.487,3.941,2,18.713,322
40.577,19.430,11.492,3.941,3,18.713,322
47.867,19.430,11.492,3.941,4,18.713,322
54.610,19.430,11.492,3.941,5,18.713,322
61.690,19.430,11.492,3.941,6,18.713,322
68.712,19.430,11.492,3.941,7,18.713,322
79.827,19.430,11.492,3.941,8,18.713,322
86.610,19.430,11.492,3.941,9,18.713,322
93.655,19.425,11.492,3.941,10,18.713,323
100.709,19.425,11.492,3.941,11,18.713,323
107.665,19.425,11.492,3.941,12,18.713,323
114.690,19.425,11.492,3.941,13,18.713,323
121.588,19.425,11.492,3.941,14,18.713,323
128.607,19.421,11.492,3.941,15,18.713,323
135.669,19.421,11.492,3.941,16,18.713,323
142.761,19.421,11.492,3.941,17,18.713,323
149.605,19.421,11.492,3.941,18,18.713,323
156.704,19.421,11.492,3.941,19,18.713,323
164.691,19.421,11.492,3.941,20,18.713,323
171.775,19.421,11.492,3.941,21,18.713,323
178.757,19.421,11.492,3.941,22,18.713,323
185.637,19.421,11.492,3.941,23,18.713,329
193.853,19.421,11.492,3.941,24,18.713,329
202.783,19.412,11.492,3.941,25,18.713,329
210.724,19.412,11.492,3.941,26,18.713,329
220.660,19.412,11.492,3.941,27,18.713,329
227.773,19.408,11.492,3.941,28,18.713,329
235.795,19.408,11.492,3.941,29,18.713,329
248.796,19.408,11.492,3.941,30,18.713,329
264.947,19.408,11.492,3.941,31,18.713,329
273.180,19.408,11.492,3.941,32,18.713,387
280.682,19.408,11.492,3.941,33,18.713,387
288.979,19.408,11.492,3.941,34,18.713,387
295.825,19.412,11.492,3.941,35,18.722,387
302.899,19.412,11.492,3.941,36,18.722,387
312.163,19.412,11.492,3.941,37,18.722,387
319.668,19.412,11.492,3.941,38,18.722,387
332.644,19.417,11.492,3.941,39,18.722,387
342.690,19.417,11.492,3.941,40,18.722,387
350.961,19.417,11.492,3.941,41,18.722,387
358.049,19.417,11.492,3.941,42,18.722,387
365.607,19.417,11.492,3.941,43,18.722,503
372.649,19.417,11.492,3.941,44,18.722,503
380.249,19.417,11.492,3.941,45,18.722,503
387.850,19.417,11.492,3.941,46,18.722,503
396.951,19.417,11.492,3.941,47,18.722,503
405.771,19.417,11.492,3.941,48,18.722,503
412.776,19.417,11.492,3.941,49,18.722,503
421.248,19.417,11.492,3.941,50,18.722,503
429.854,19.417,11.492,3.941,51,18.722,503
436.681,19.417,11.492,3.941,52,18.722,503
443.615,19.417,11.492,3.941,53,18.722,503
450.853,19.417,11.492,3.941,54,18.722,503
458.806,19.417,11.492,3.941,55,18.722,642
465.740,19.417,11.492,3.941,56,18.722,642
472.708,19.417,11.492,3.941,57,18.722,642
481.882,19.417,11.492,3.941,58,18.722,642
492.006,19.417,11.492,3.941,59,18.722,642
499.314,19.412,11.492,3.941,60,18.722,642
506.896,19.412,11.492,3.941,61,18.722,642
514.697,19.412,10.749,3.941,62,18.722,642
521.740,19.412,10.749,3.941,63,18.722,642
529.686,19.412,10.749,3.941,64,18.722,642
536.918,19.412,10.749,3.941,65,18.722,642
544.616,19.412,10.749,3.941,66,18.722,783
551.737,19.412,10.749,3.941,67,18.722,783
558.876,19.412,10.749,3.941,68,18.722,783
565.671,19.412,10.749,3.941,69,18.722,783
572.826,19.412,10.749,3.941,70,18.722,783
583.562,19.412,10.749,3.941,71,18.722,783
592.748,19.412,10.749,3.941,72,18.722,783
599.635,19.417,10.749,3.941,73,18.722,783
606.614,19.417,10.749,3.941,74,18.722,783
613.761,19.417,10.749,3.941,75,18.722,783
626.026,19.417,10.749,3.941,76,18.722,783
