T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

19.045,19.434,11.404,3.939,0,18.791,259
30.065,19.434,11.404,3.939,1,18.791,259
38.986,19.434,11.404,3.939,2,18.791,259
47.839,19.434,11.404,3.939,3,18.791,259
56.986,19.430,11.404,3.939,4,18.791,259
64.890,19.430,11.404,3.939,5,18.791,259
71.872,19.430,11.404,3.939,6,18.791,259
79.975,19.430,11.404,3.939,7,18.791,259
86.850,19.425,11.404,3.939,8,18.791,259
97.860,19.425,11.404,3.939,9,18.791,259
106.908,19.425,11.404,3.939,10,18.791,259
113.831,19.425,11.404,3.939,11,18.791,259
120.918,19.425,11.337,3.939,12,18.791,259
129.967,19.425,11.337,3.939,13,18.791,259
138.845,19.425,11.337,3.939,14,18.791,259
150.259,19.425,11.337,3.939,15,18.791,259
158.856,19.412,11.337,3.939,16,18.791,259
164.780,19.412,11.337,3.939,17,18.791,259
172.053,19.412,11.337,3.939,18,18.791,259
178.844,19.412,11.337,3.939,19,18.791,259
185.892,19.412,11.337,3.939,20,18.791,259
191.813,19.412,11.337,3.939,21,18.791,259
199.849,19.412,11.337,3.939,22,18.791,259
207.983,19.412,11.337,3.939,23,18.791,259
216.856,19.412,11.337,3.939,24,18.791,278
223.829,19.412,11.337,3.939,25,18.791,278
232.018,19.412,11.337,3.939,26,18.791,278
239.034,19.412,11.337,3.939,27,18.791,278
247.976,19.412,11.337,3.939,28,18.791,278
254.290,19.412,11.337,3.939,29,18.791,278
260.830,19.412,11.337,3.939,30,18.791,278
271.153,19.412,11.337,3.939,31,18.791,278
277.755,19.412,11.337,3.939,32,18.791,278
284.801,19.412,11.337,3.939,33,18.791,278
293.203,19.412,11.337,3.939,34,18.791,278
302.030,19.412,11.337,3.939,35,18.791,278
310.900,19.412,11.337,3.939,36,18.791,409
317.887,19.412,11.337,3.939,37,18.791,409
327.007,19.412,11.337,3.939,38,18.791,409
333.894,19.412,11.337,3.939,39,18.791,409
342.637,19.412,11.337,3.939,40,18.791,409
350.846,19.412,11.337,3.939,41,18.791,409
357.801,19.412,11.337,3.941,42,18.791,409
363.880,19.412,11.337,3.941,43,18.791,409
369.756,19.412,11.337,3.941,44,18.791,409
377.423,19.412,11.337,3.941,45,18.791,409
385.874,19.412,11.337,3.941,46,18.791,409
393.180,19.412,11.337,3.941,47,18.791,602
399.898,19.412,11.337,3.941,48,18.791,602
411.000,19.412,11.337,3.941,49,18.716,602
421.230,19.412,11.337,3.941,50,18.716,602
427.789,19.412,11.337,3.941,51,18.716,602
435.156,19.412,11.337,3.941,52,18.716,602
442.010,19.412,11.337,3.941,53,18.716,602
450.836,19.412,11.337,3.941,54,18.716,602
459.927,19.412,11.337,3.941,55,18.716,602
465.888,19.412,11.337,3.941,56,18.716,602
475.639,19.412,11.337,3.941,57,18.716,602
485.398,19.412,11.337,3.941,58,18.716,798
494.163,19.412,11.337,3.941,59,18.716,798
501.984,19.412,11.337,3.941,60,18.716,798
511.360,19.412,11.337,3.941,61,18.716,798
520.031,19.412,11.337,3.941,62,18.716,798
529.748,19.412,11.337,3.941,63,18.716,798
539.263,19.412,11.337,3.941,64,18.716,798
550.491,19.412,11.337,3.941,65,18.716,798
564.813,19.412,11.337,3.941,66,18.716,798
572.206,19.412,11.337,3.941,67,18.716,798
581.523,19.412,11.337,3.941,68,18.716,974
594.352,19.412,11.337,3.941,69,18.716,974
604.079,19.412,10.703,3.941,70,18.716,974
610.781,19.412,10.703,3.941,71,18.716,974
617.814,19.412,10.703,3.941,72,18.716,974
625.907,19.412,10.703,3.941,73,18.716,974
633.857,19.412,10.703,3.941,74,18.716,974
640.877,19.412,10.703,3.941,75,18.716,974
647.811,19.412,10.703,3.941,76,18.716,974
659.441,19.412,10.703,3.941,77,18.716,974
667.924,19.412,10.703,3.941,78,18.716,1038
675.404,19.412,10.703,3.941,79,18.716,1038
682.993,19.412,10.703,3.941,80,18.716,1038
691.493,19.412,10.703,3.941,81,18.716,1038
699.370,19.412,10.703,3.941,82,18.716,1038
707.303,19.412,10.703,3.941,83,18.716,1038
714.144,19.412,10.703,3.941,84,18.716,1038
721.898,19.412,10.703,3.941,85,18.716,1038
730.710,19.412,10.703,3.941,86,18.716,1038
740.312,19.412,10.703,3.941,87,18.716,1038
749.883,19.412,10.703,3.941,88,18.716,1038
756.944,19.412,10.703,3.941,89,18.716,1040
763.876,19.412,10.703,3.941,90,18.716,1040
771.867,19.412,10.703,3.941,91,18.716,1040
778.842,19.412,10.703,3.941,92,18.716,1040
785.811,19.412,10.703,3.941,93,18.716,1040
791.923,19.412,10.703,3.941,94,18.716,1040
800.936,19.412,10.703,3.
