T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

26.849,19.434,11.589,3.938,0,0.000,257
42.823,19.434,11.589,3.938,1,0.000,257
54.751,19.434,11.589,3.938,2,0.000,257
62.751,19.434,11.589,3.938,3,0.000,257
70.700,19.434,11.589,3.938,4,0.000,257
77.694,19.430,11.589,3.938,5,0.000,257
86.676,19.430,11.589,3.938,6,0.000,257
94.758,19.430,11.589,3.938,7,0.000,257
101.669,19.430,11.589,3.938,8,0.000,257
108.661,19.430,11.589,3.938,9,0.000,257
116.656,19.425,11.589,3.938,10,0.000,257
123.655,19.425,11.589,3.938,11,0.000,257
130.752,19.425,11.589,3.938,12,0.000,257
137.800,19.425,11.589,3.938,13,0.000,257
145.797,19.425,11.589,3.938,14,0.000,257
152.734,19.425,11.589,3.938,15,0.000,257
160.783,19.425,11.589,3.938,16,0.000,257
168.762,19.425,11.421,3.938,17,0.000,257
176.796,19.412,11.421,3.938,18,0.000,257
184.913,19.412,11.421,3.938,19,0.000,263
192.720,19.412,11.421,3.938,20,0.000,263
200.147,19.412,11.421,3.938,21,0.000,263
208.981,19.412,11.421,3.938,22,0.000,263
219.003,19.412,11.421,3.938,23,0.000,263
226.990,19.412,11.421,3.938,24,0.000,263
235.868,19.412,11.421,3.938,25,0.000,263
244.169,19.412,11.421,3.938,26,0.000,263
255.731,19.412,11.421,3.938,27,0.000,263
263.168,19.412,11.421,3.938,28,0.000,263
271.541,19.412,11.421,3.938,29,0.000,263
280.196,19.412,11.421,3.938,30,0.000,351
289.621,19.412,11.421,3.938,31,0.000,351
298.995,19.412,11.421,3.938,32,0.000,351
308.054,19.412,11.421,3.938,33,0.000,351
319.715,19.408,11.421,3.938,34,0.000,351
329.174,19.408,11.421,3.938,35,0.000,351
343.102,19.408,11.421,3.938,36,0.000,351
355.306,19.408,11.421,3.938,37,0.000,351
363.472,19.408,11.421,3.938,38,0.000,351
372.256,19.408,11.421,3.938,39,0.000,543
379.294,19.412,11.421,3.938,40,0.000,543
387.322,19.412,11.421,3.938,41,0.000,543
397.038,19.412,11.421,3.938,42,0.000,543
406.180,19.412,11.421,3.940,43,0.000,543
415.091,19.412,11.421,3.940,44,0.000,543
425.930,19.412,11.421,3.940,45,0.000,543
439.324,19.412,11.421,3.940,46,0.000,543
447.222,19.412,11.421,3.940,47,0.000,543
455.203,19.412,11.421,3.940,48,0.000,750
462.105,19.412,11.421,3.940,49,0.000,750
469.830,19.412,11.421,3.940,50,0.000,750
477.912,19.408,11.421,3.940,51,0.000,750
484.975,19.408,11.421,3.940,52,0.000,750
491.784,19.408,11.421,3.940,53,0.000,750
498.855,19.408,11.421,3.940,54,0.000,750
506.831,19.408,11.421,3.940,55,0.000,750
513.976,19.408,11.421,3.940,56,0.000,750
521.053,19.408,11.421,3.940,57,0.000,750
528.914,19.408,11.421,3.940,58,0.000,750
