T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

18.466,19.439,11.265,3.940,0,18.805,265
30.638,19.439,11.265,3.940,1,18.805,265
41.574,19.439,11.265,3.940,2,18.805,265
50.771,19.439,11.265,3.940,3,18.805,262
59.776,19.439,11.265,3.940,4,18.805,262
69.808,19.425,11.265,3.940,5,18.805,260
76.756,19.425,11.265,3.940,6,18.805,259
84.986,19.425,11.265,3.940,7,18.805,262
92.686,19.421,11.265,3.940,8,18.805,262
101.788,19.421,11.229,3.940,9,18.805,270
108.688,19.421,11.229,3.940,10,18.805,276
115.699,19.421,11.229,3.940,11,18.805,276
122.701,19.421,11.229,3.940,12,18.805,300
133.730,19.421,11.229,3.940,13,18.803,456
140.690,19.421,11.229,3.940,14,18.803,670
147.715,19.421,11.229,3.940,15,18.803,670
154.719,19.421,11.229,3.940,16,18.803,842
161.604,19.421,11.229,3.940,17,18.803,1003
168.833,19.412,11.229,3.940,18,18.803,1003
175.793,19.412,11.229,3.940,19,18.803,1040
183.064,19.412,11.229,3.940,20,18.803,1040
189.830,19.412,11.229,3.940,21,18.803,1012
197.912,19.412,11.229,3.940,22,18.803,1027
204.777,19.412,11.229,3.940,23,18.803,1027
211.910,19.412,11.229,3.940,24,18.803,1031
221.034,19.412,11.229,3.940,25,18.803,1023
230.060,19.412,11.229,3.940,26,18.803,1018
237.037,19.412,11.229,3.940,27,18.803,1018
244.649,19.412,11.229,3.940,28,18.803,1013
252.139,19.412,11.229,3.940,29,18.803,1008
259.044,19.412,11.229,3.940,30,18.803,1008
267.883,19.412,11.229,3.940,31,18.803,1003
275.975,19.412,11.229,3.940,32,18.803,1001
284.534,19.412,11.229,3.940,33,18.803,1001
291.963,19.412,11.229,3.940,34,18.803,999
301.137,19.412,11.229,3.940,35,18.803,997
309.801,19.412,11.229,3.940,36,18.803,994
318.581,19.412,11.229,3.940,37,18.803,994
327.516,19.412,11.229,3.940,38,18.803,992
336.692,19.412,11.229,3.940,39,18.803,989
346.966,19.412,11.229,3.938,40,18.803,987
355.928,19.412,11.229,3.938,41,18.803,985
362.960,19.412,11.229,3.938,42,18.803,985
371.784,19.412,11.229,3.938,43,18.803,983
378.804,19.412,11.229,3.938,44,18.803,982
386.878,19.412,11.229,3.938,45,18.803,981
393.911,19.412,11.229,3.938,46,18.803,981
400.891,19.412,11.229,3.938,47,18.803,980
407.785,19.412,11.229,3.938,48,18.803,980
414.731,19.412,11.229,3.938,49,18.803,980
421.822,19.412,11.229,3.938,50,18.803,978
428.853,19.412,11.229,3.938,51,18.803,978
435.941,19.412,11.229,3.938,52,18.803,976
442.693,19.412,11.229,3.938,53,18.803,974
449.762,19.412,11.229,3.938,54,18.803,974
456.709,19.412,11.229,3.938,55,18.803,973
463.727,19.417,11.229,3.938,56,18.803,973
470.725,19.417,11.229,3.938,57,18.803,972
477.724,19.417,11.229,3.938,58,18.803,971
484.677,19.417,11.229,3.938,59,18.803,971
491.674,19.417,11.229,3.938,60,18.803,969
498.665,19.417,11.229,3.938,61,18.803,968
505.728,19.417,11.229,3.938,62,18.803,968
513.739,19.417,11.229,3.938,63,18.803,968
520.816,19.417,11.229,3.938,64,18.803,967
527.713,19.417,11.229,3.938,65,18.803,967
534.692,19.417,11.229,3.938,66,18.803,966
541.675,19.417,11.229,3.938,67,18.803,966
548.602,19.417,11.229,3.938,68,18.803,965
556.649,19.417,11.229,3.938,69,18.803,964
562.672,19.417,11.229,3.938,70,18.803,964
569.693,19.417,11.229,3.938,71,18.803,962
576.642,19.417,10.582,3.938,72,18.803,962
583.806,19.417,10.582,3.938,73,18.803,961
593.636,19.417,10.582,3.938,74,18.803,961
599.574,19.417,10.582,3.938,75,18.803,961
606.578,19.417,10.582,3.938,76,18.803,961
612.568,19.417,10.582,3.938,77,18.803,961
618.635,19.417,10.582,3.938,78,18.722,961
625.648,19.417,10.582,3.938,79,18.722,960
635.920,19.417,10.582,3.938,80,18.722,960
644.891,19.417,10.582,3.938,81,18.722,958
651.682,19.417,10.582,3.938,82,18.722,958
658.579,19.417,10.582,3.938,83,18.722,959
665.721,19.412,10.582,3.938,84,18.722,959
671.693,19.412,10.582,3.938,85,18.722,959
679.729,19.412,10.582,3.938,86,18.722,958
689.781,19.412,10.582,3.938,87,18.722,957
699.224,19.408,10.582,3.938,88,18.722,957
706.706,19.408,10.582,3.938,89,18.722,955
720.024,19.408,10.582,3.938,90,18.722,954
729.686,19.408,10.582,3.938,91,18.722,953
742.589,19.408,10.582,3.938,92,18.722,953
751.638,19.408,10.582,3.938,93,18.722,954
760.020,19.408,10.582,3.938,94,18.722,955
766.577,19.408,10.582,3.938,95,18.722,955
773.729,19.408,10.582,3.938,96,18.722,954
