T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

19.573,19.394,11.293,7.066,0,16.951,1161
31.489,19.394,11.293,7.066,1,16.951,1161
41.490,19.394,11.293,7.066,2,16.951,1161
57.577,19.394,11.293,7.066,3,16.951,1161
65.614,19.403,11.293,7.066,4,16.951,1161
72.494,19.403,11.293,7.066,5,16.951,1161
79.614,19.403,11.293,7.066,6,16.951,1161
87.584,19.403,11.293,7.066,7,16.951,1161
94.521,19.403,11.293,7.066,8,16.951,1161
101.504,19.403,11.293,7.066,9,16.951,1161
109.427,19.403,11.293,7.066,10,16.951,1161
116.531,19.403,11.293,7.066,11,16.951,1161
123.461,19.403,11.293,7.066,12,16.951,1161
130.487,19.403,11.293,7.066,13,16.951,1161
137.559,19.403,11.293,7.066,14,16.951,1161
145.961,19.403,11.293,7.066,15,16.951,1161
153.500,19.403,11.293,7.066,16,16.951,1161
160.525,19.408,11.293,6.341,17,16.951,1134
168.528,19.408,11.293,6.341,18,16.951,1134
176.528,19.408,11.293,6.341,19,16.951,1134
184.469,19.408,11.293,6.341,20,16.951,1134
192.518,19.421,11.293,6.341,21,16.951,1134
200.458,19.421,11.293,6.341,22,16.951,1134
208.531,19.421,11.293,6.341,23,16.951,1134
215.718,19.421,11.293,6.341,24,16.951,1134
223.571,19.421,11.293,6.341,25,16.951,1134
230.660,19.421,11.293,6.341,26,16.951,1134
238.720,19.421,11.293,6.341,27,16.951,1134
246.780,19.421,11.293,6.341,28,16.951,1134
254.626,19.421,11.293,6.341,29,16.951,1033
263.550,19.425,11.293,6.341,30,16.951,1033
270.686,19.425,11.293,6.341,31,16.951,1033
278.798,19.425,11.293,6.341,32,16.951,1033
289.520,19.425,11.293,6.341,33,16.951,1033
296.840,19.412,11.293,6.341,34,16.951,1033
306.625,19.412,11.293,6.341,35,16.951,1033
316.381,19.412,11.293,6.341,36,16.951,1033
326.878,19.412,11.293,6.341,37,16.951,1033
337.185,19.412,11.293,6.341,38,16.951,1033
351.813,19.412,11.293,6.341,39,16.951,943
360.551,19.412,11.293,6.341,40,16.951,943
368.518,19.412,11.293,6.341,41,16.951,943
375.538,19.412,11.293,6.341,42,16.951,943
383.585,19.412,11.293,6.341,43,16.951,943
391.466,19.417,11.293,6.341,44,16.951,943
400.464,19.417,11.293,6.341,45,16.951,943
407.461,19.417,11.201,6.341,46,16.951,943
416.487,19.417,11.201,6.341,47,16.951,943
423.509,19.417,11.201,6.341,48,16.951,943
430.576,19.417,11.201,6.341,49,16.951,864
437.568,19.417,11.201,6.341,50,18.434,864
444.442,19.417,11.201,6.341,51,18.434,864
451.472,19.417,11.201,6.341,52,18.434,864
459.469,19.421,11.201,6.341,53,18.434,864
466.660,19.421,11.201,6.341,54,18.434,864
474.509,19.421,11.201,6.341,55,18.434,864
