T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

9.743,19.483,12.626,7.769,11800,17.253,8007
21.778,19.483,12.626,7.769,12000,17.253,8007
32.680,19.483,12.615,7.791,12000,17.253,8011
41.816,19.479,12.615,7.791,12000,17.242,8011
52.714,19.479,12.615,7.791,12000,17.220,8011
62.731,19.479,12.604,7.934,12000,17.209,8011
72.840,19.479,12.604,7.934,12000,17.198,8011
84.081,19.479,12.615,7.912,12000,17.187,8011
95.941,19.479,12.626,7.901,12000,17.176,8011
105.785,19.479,12.626,7.901,12000,17.165,8011
117.518,19.479,12.626,7.868,12000,17.143,8011
125.883,19.479,12.626,7.879,12000,17.143,8019
134.227,19.479,12.615,7.879,12000,17.143,8019
143.832,19.483,12.615,7.857,12000,17.143,8019
151.806,19.483,12.615,7.857,12000,17.143,8019
159.769,19.479,12.615,7.857,12000,17.143,8019
167.694,19.479,12.615,7.857,12000,17.143,8019
176.689,19.479,12.615,7.857,12000,17.143,8019
184.708,19.479,12.626,7.868,12000,17.143,8019
194.619,19.479,12.626,7.868,12000,17.143,8019
202.548,19.479,12.626,7.857,12000,17.143,8019
210.692,19.479,12.626,7.857,12000,17.143,8019
217.926,19.479,12.626,7.857,12000,17.143,8031
225.787,19.479,12.626,7.857,12000,17.143,8031
234.026,19.479,12.626,7.857,12000,17.143,8031
241.845,19.479,12.626,7.857,12000,17.143,8031
250.975,19.479,12.626,7.857,12000,17.143,8031
258.710,19.483,12.626,7.879,12000,17.143,8031
266.725,19.483,12.626,7.879,12000,17.143,8031
275.610,19.483,12.626,7.879,12000,17.143,8031
282.471,19.483,12.626,7.868,12000,17.143,8031
289.580,19.483,12.626,7.868,12000,17.143,8031
297.578,19.483,12.626,7.868,12000,17.143,8031
305.573,19.483,12.626,7.868,12000,17.143,7972
313.570,19.483,12.626,7.857,12000,17.143,7972
321.548,19.483,12.626,7.857,12000,17.143,7972
329.583,19.483,12.626,7.868,12000,17.143,7972
338.574,19.483,12.626,7.857,12000,17.143,7972
346.558,19.483,12.626,7.868,12000,17.143,7972
354.975,19.483,12.626,7.868,12000,17.143,7972
362.573,19.488,12.626,7.857,12000,17.143,7972
373.469,19.488,12.626,7.857,12000,17.143,7972
381.474,19.488,12.626,7.857,12000,17.132,7972
389.621,19.488,12.626,7.857,12000,17.132,7972
397.512,19.488,12.626,7.868,12000,17.143,7897
404.488,19.488,12.626,7.868,12000,17.143,7897
411.478,19.488,12.626,7.868,12000,17.143,7897
417.469,19.488,12.626,7.857,12000,17.143,7897
424.618,19.488,12.626,7.857,12000,17.143,7897
432.542,19.488,12.626,7.868,12000,17.143,7897
440.527,19.488,12.626,7.857,12000,17.132,7897
448.549,19.488,12.626,7.868,12000,17.132,7897
457.522,19.488,12.615,7.857,12000,17.132,7897
465.560,19.479,12.615,7.857,12000,17.143,7897
473.580,19.479,12.626,7.868,12000,17.132,7897
481.577,19.479,12.615,7.868,12000,17.132,7897
489.529,19.479,12.615,7.857,12000,17.132,7830
498.572,19.479,12.615,7.857,12000,17.143,7830
506.781,19.479,12.615,7.868,12000,17.143,7830
515.756,19.479,12.615,7.868,12000,17.132,7830
523.947,19.479,12.615,7.868,12000,17.132,7830
531.735,19.479,12.615,7.868,12000,17.132,7830
539.919,19.479,12.615,7.868,12000,17.132,7830
547.706,19.479,12.626,7.868,12000,17.132,7830
555.827,19.479,12.626,7.857,12000,17.132,7830
564.849,19.488,12.626,7.857,12000,17.132,7830
572.841,19.488,12.626,7.868,12000,17.132,7768
580.757,19.488,12.626,7.868,12000,17.132,7768
590.756,19.488,12.626,7.868,12000,17.132,7768
597.612,19.488,12.626,7.857,12000,17.132,7768
606.097,19.488,12.626,7.857,12000,17.132,7768
613.831,19.488,12.626,7.857,12000,17.132,7768
623.685,19.488,12.626,7.868,12000,17.132,7768
631.876,19.488,12.626,7.868,12000,17.132,7768
643.655,19.488,12.626,7.868,12000,17.132,7768
651.874,19.488,12.615,7.868,12000,17.132,7768
662.643,19.483,12.615,7.868,12000,17.132,7788
673.050,19.483,12.615,7.868,12000,17.132,7788
681.756,19.483,12.615,7.868,12000,17.132,7788
690.502,19.483,12.615,7.868,12000,17.132,7788
698.549,19.483,12.626,7.857,12000,17.132,7788
707.600,19.483,12.615,7.868,12000,17.132,7788
715.864,19.483,12.615,7.868,12000,17.132,7788
725.440,19.483,12.626,7.868,12000,17.132,7788
732.649,19.483,12.626,7.868,12000,17.132,7788
740.609,19.474,12.626,7.857,12000,17.132,7788
748.842,19.474,12.626,7.857,12000,17.132,7788
757.683,19.474,12.626,7.857,12000,17.132,7833
765.824,19.474,12.626,7.868,12000,17.132,7833
775.236,19.474,12.626,7.868,12000,17.132,7833
783.888,19.474,12.626,7.868,12000,17.132,7833
793.206,19.474,12.626,7.868,12000,17.132,7833
803.726,19.474,12.615,7.868,12000,17.132,7833
812.724,19.474,12.615,7.868,12000,17.132,7833
821.737,19.474,12.615,7.857,12000,17.132,7833
829.737,19.474,12.615,7.868,12000,17.132,7833
838.773,19.479,12.615,7.868,12000,17.132,7833
846.576,19.479,12.615,7.868,12000,17.132,7869
854.872,19.479,12.615,7.868,12000,17.132,7869
863.893,19.474,12.615,7.868,12000,17.132,7869
871.583,19.474,12.615,7.857,12000,17.132,7869
880.814,19.474,12.615,7.868,12000,17.132,7869
889.713,19.474,12.615,7.868,12000,17.132,7869
898.562,19.474,12.626,7.857,12000,17.132,7869
907.779,19.474,12.626,7.857,12000,17.132,7869
915.905,19.474,12.626,7.868,12000,17.132,7869
925.151,19.474,12.615,7.868,12000,17.132,7869
935.879,19.474,12.615,7.868,12000,17.132,7898
942.555,19.479,12.615,7.868,12000,17.132,7898
950.802,19.479,12.626,7.868,12000,17.132,7898
959.028,19.479,12.626,7.868,12000,17.132,7898
965.717,19.488,12.626,7.868,12000,17.132,7898
976.014,19.488,12.626,7.868,12000,17.132,7898
984.859,19.488,12.626,7.868,12000,17.132,7898
993.110,19.488,12.626,7.868,12000,17.132,7898
1003.410,19.488,12.626,7.868,12000,17.132,7898
1011.904,19.488,12.626,7.868,12000,17.132,7898
1023.069,19.488,12.626,7.868,12000,17.132,7922
1032.630,19.488,12.615,7.868,12000,17.132,7922
1040.667,19.493,12.615,7.868,12000,17.132,7922
1050.881,19.493,12.615,7.868,12000,17.132,7922
1058.904,19.488,12.615,7.868,12000,17.132,7922
1066.811,19.488,12.615,7.857,12000,17.132,7922
1076.970,19.488,12.615,7.868,12000,17.132,7922
1084.939,19.488,12.615,7.868,12000,17.132,7922
1093.706,19.488,12.626,7.857,12000,17.132,7922
1102.857,19.488,12.615,7.857,12000,17.132,7922
1112.342,19.488,12.615,7.868,12000,17.132,7940
1119.698,19.488,12.615,7.868,12000,17.132,7940
1128.079,19.488,12.615,7.868,12000,17.132,7940
1137.958,19.488,12.615,7.868,12000,17.132,7940
1147.684,19.479,12.626,7.857,12000,17.132,7940
1155.796,19.479,12.626,7.857,12000,17.132,7940
1161.550,19.479,12.626,7.868,12000,17.132,7940
1169.686,19.479,12.626,7.857,12000,17.132,7940
1178.558,19.479,12.615,7.857,12000,17.132,7940
1184.775,19.479,12.615,7.868,12000,17.132,7940
1192.656,19.479,12.615,7.868,12000,17.132,7940
1199.509,19.479,12.615,7.868,12000,17.132,7940
1206.608,19.479,12.615,7.868,12000,17.132,7954
1214.695,19.479,12.615,7.857,12000,17.132,7954
1223.929,19.479,12.615,7.857,12000,17.132,7954
1233.596,19.479,12.615,7.868,12000,17.132,7954
1243.567,19.479,12.626,7.868,12000,17.132,7954
1252.673,19.479,12.615,7.868,12000,17.132,7954
1266.851,19.483,12.615,7.868,12000,17.132,7954
1274.596,19.483,12.626,7.868,12000,17.132,7954
1282.652,19.483,12.626,7.868,12000,17.132,7954
1291.685,19.483,12.626,7.868,12000,17.132,7967
1297.626,19.483,12.626,7.868,12000,17.132,7967
1305.616,19.483,12.626,7.868,12000,17.132,7967
1312.597,19.483,12.626,7.868,12000,17.132,7967
1321.639,19.483,12.626,7.857,12000,17.132,7967
1329.599,19.483,12.615,7.868,12000,17.132,7967
1337.700,19.483,12.615,7.868,12000,17.132,7967
1345.736,19.483,12.615,7.868,12000,17.132,7967
1352.627,19.483,12.615,7.879,12000,17.132,7967
1360.738,19.479,12.626,7.879,12000,17.132,7967
1368.661,19.479,12.626,7.879,12000,17.132,7967
1376.599,19.479,12.615,7.879,12000,17.132,7967
1386.633,19.479,12.615,7.868,12000,17.132,7978
1394.616,19.479,12.615,7.868,12000,17.132,7978
1401.734,19.479,12.615,7.868,12000,17.132,7978
1409.637,19.479,12.615,7.868,12000,17.121,7978
1416.629,19.479,12.615,7.868,12000,17.121,7978
1426.798,19.479,12.615,7.868,12000,17.121,7978
1435.724,19.479,12.615,7.868,12000,17.121,7978
1442.654,19.483,12.615,7.868,12000,17.121,7978
1449.806,19.483,12.615,7.868,12000,17.121,7978
1458.941,19.483,12.615,7.868,12000,17.121,7978
1468.619,19.488,12.626,7.868,12000,17.121,7978
1476.921,19.488,12.626,7.868,12000,17.121,7988
1484.998,19.488,12.626,7.868,12000,17.121,7988
1494.744,19.488,12.615,7.868,12000,17.121,7988
1504.159,19.488,12.615,7.868,12000,17.121,7988
1511.748,19.488,12.626,7.868,12000,17.121,7988
1518.612,19.488,12.626,7.868,12000,17.121,7988
1528.006,19.488,12.626,7.868,12000,17.121,7988
1535.733,19.488,12.626,7.868,12000,17.121,7988
1544.242,19.483,12.615,7.868,12000,17.121,7988
1552.812,19.483,12.615,7.868,12000,17.121,7988
1561.069,19.474,12.615,7.868,12000,17.121,7996
1569.980,19.474,12.615,7.868,12000,17.121,7996
1579.852,19.474,12.615,7.879,12000,17.121,7996
1589.758,19.474,12.615,7.879,12000,17.121,7996
1600.190,19.474,12.615,7.879,12000,17.121,7996
1607.644,19.474,12.615,7.868,12000,17.121,7996
1616.372,19.474,12.615,7.868,12000,17.121,7996
1624.768,19.474,12.615,7.868,12000,17.121,7996
1635.816,19.474,12.626,7.868,12000,17.121,7996
1643.816,19.479,12.615,7.879,12000,17.121,7996
1651.905,19.479,12.615,7.879,12000,17.121,8002
