T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)
10.662,19.394,11.286,7.769,4875,16.297,429
18.675,19.394,11.286,7.769,5168,16.297,429
28.729,19.394,11.286,7.780,5293,16.297,429
37.725,19.412,11.286,7.780,5450,16.286,429
45.660,19.412,11.286,7.780,5591,16.286,429
54.821,19.412,11.154,7.857,5714,16.154,429
61.675,19.412,11.154,8.187,5857,15.956,429
68.663,19.412,11.154,8.187,5962,15.791,427
77.758,19.412,11.066,8.593,6070,15.604,427
87.652,19.457,10.989,8.593,6209,15.418,427
94.657,19.457,10.989,8.593,6359,15.275,427
102.893,19.457,10.857,8.934,6464,15.154,427
113.376,19.457,10.857,8.934,6587,14.945,427
122.866,19.457,10.857,9.077,6743,14.791,427
129.614,19.421,10.747,9.231,6882,14.681,427
136.573,19.421,10.747,9.231,6979,14.681,427
144.521,19.421,10.747,9.231,7079,14.560,427
151.676,19.421,10.659,9.516,7192,14.418,427
157.613,19.421,10.637,9.516,7292,14.242,438
163.577,19.421,10.637,9.516,7375,14.242,438
169.512,19.421,10.637,9.527,7457,14.154,438
177.663,19.421,10.549,9.791,7537,14.044,438
186.565,19.376,10.549,9.791,7647,13.868,438
193.764,19.376,10.538,9.791,7764,13.868,438
200.647,19.376,10.538,10.011,7858,13.747,438
208.628,19.376,10.462,10.011,7946,13.670,438
216.813,19.376,10.462,10.011,8046,13.571,438
226.743,19.376,10.385,10.011,8147,13.451,438
236.698,19.417,10.385,10.209,8267,13.363,438
244.760,19.417,10.385,10.253,8383,13.319,471
252.665,19.417,10.385,10.308,8475,13.286,471
261.004,19.417,10.385,10.308,8564,13.264,471
267.831,19.417,10.396,10.308,8654,13.264,471
276.813,19.417,10.396,10.319,8726,13.231,471
285.661,19.435,10.396,10.319,8819,13.209,471
294.853,19.435,10.396,10.319,8907,13.187,471
303.652,19.435,10.418,10.341,8996,13.176,471
312.723,19.435,10.418,10.341,9077,13.165,471
319.759,19.435,10.429,10.352,9158,13.132,471
331.648,19.435,10.440,10.352,9218,13.121,471
338.675,19.448,10.440,10.352,9315,13.110,504
347.595,19.448,10.451,10.385,9370,13.099,504
354.631,19.448,10.462,10.385,9436,13.088,504
360.594,19.448,10.462,10.385,9486,13.088,504
366.595,19.448,10.462,10.385,9527,13.055,504
372.601,19.448,10.473,10.385,9566,13.044,504
379.543,19.398,10.473,10.396,9603,13.044,504
385.567,19.398,10.473,10.396,9645,13.033,504
394.538,19.398,10.473,10.418,9679,13.022,504
403.518,19.398,10.484,10.418,9727,13.022,504
410.551,19.398,10.484,10.418,9771,13.000,504
416.650,19.398,10.484,10.418,9803,13.000,504
423.500,19.398,10.505,10.429,9828,12.978,528
429.522,19.354,10.505,10.429,9855,12.967,528
435.637,19.354,10.505,10.429,9877,12.967,528
442.647,19.354,10.505,10.451,9897,12.967,528
449.640,19.354,10.538,10.451,9918,12.956,528
456.757,19.354,10.538,10.451,9937,12.934,528
463.610,19.354,10.538,10.451,9953,12.934,528
470.616,19.354,10.538,10.473,9966,12.934,528
476.606,19.354,10.549,10.473,9978,12.934,528
482.605,19.430,10.549,10.473,9986,12.934,528
490.576,19.430,10.549,10.473,9992,12.912,528
500.906,19.430,10.571,10.484,9997,12.901,528
507.617,19.430,10.571,10.484,9999,12.890,528
514.560,19.430,10.571,10.495,9998,12.890,536
521.555,19.430,10.571,10.495,9994,12.879,536
528.649,19.430,10.571,10.495,9988,12.879,536
534.576,19.417,10.571,10.495,9980,12.868,536
540.617,19.417,10.582,10.495,9970,12.868,536
547.521,19.417,10.582,10.516,9959,12.868,536
