T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

13.117,23.353,11.934,7.791,11840,15.330,427
24.918,23.353,11.934,7.791,13280,15.330,427
36.483,23.353,11.934,7.791,14400,15.330,427
46.379,23.353,11.923,8.198,15520,15.231,427
55.352,23.353,11.736,8.198,16320,14.725,427
65.911,23.353,11.736,8.813,17120,14.165,427
75.192,23.353,11.275,9.308,17760,13.692,427
84.628,23.353,11.198,9.308,18400,13.198,427
92.161,23.353,11.198,10.187,18880,12.769,427
99.397,23.353,10.912,10.187,19200,12.451,427
110.277,23.353,10.912,10.198,19520,12.275,430
117.421,23.353,10.901,10.648,19840,12.077,430
124.264,23.353,10.824,10.648,19840,12.077,430
131.458,23.353,10.824,10.648,19840,12.000,430
141.205,23.353,10.824,10.725,19840,11.978,430
148.152,23.353,10.835,10.736,19680,11.967,430
155.147,23.353,10.835,10.736,19520,11.934,430
161.123,23.353,10.835,10.736,19360,11.934,430
167.160,23.353,10.835,10.769,19040,11.901,430
173.117,23.353,10.868,10.780,18880,11.868,430
179.127,23.339,10.868,10.780,18560,11.868,430
186.112,23.339,10.868,10.791,18080,11.857,430
192.149,23.339,10.890,10.813,17600,11.835,462
198.128,23.339,10.901,10.813,17280,11.835,462
204.142,23.339,10.901,10.813,16800,11.813,462
210.142,23.339,10.901,10.846,16320,11.791,462
216.130,23.339,10.934,10.846,15840,11.791,462
222.177,23.339,10.934,10.835,15200,11.769,462
228.173,23.339,10.934,10.835,14720,11.769,462
235.198,23.339,10.934,10.846,14080,11.758,462
242.196,23.339,10.934,10.868,13440,11.736,462
249.236,23.339,10.956,10.868,12640,11.725,462
255.239,23.339,10.956,10.868,12000,11.725,462
262.320,23.339,10.956,10.637,11360,11.714,462
270.119,23.339,11.011,10.593,10720,11.736,462
276.210,23.348,11.022,10.593,9920,11.890,462
283.227,23.348,11.022,10.593,9280,11.890,487
290.251,23.348,11.022,9.495,8640,12.110,487
297.223,23.348,11.055,9.495,8000,12.330,487
304.220,23.348,11.055,9.176,7520,12.582,487
312.202,23.348,11.066,9.176,6880,12.582,487
323.211,23.348,11.066,8.571,6240,13.242,487
330.239,23.353,11.110,8.571,5600,13.242,487
336.218,23.353,11.110,7.813,5120,13.615,487
343.209,23.353,11.154,7.813,4800,14.022,487
350.329,23.353,11.154,7.813,4480,14.407,487
358.397,23.353,11.154,7.813,4320,14.407,487
365.419,23.353,11.154,7.121,4160,14.758,487
372.234,23.353,11.187,7.121,4000,15.088,488
379.213,23.361,11.187,6.648,4000,15.385,488
387.517,23.361,11.198,6.648,4000,15.385,488
395.285,23.361,11.220,6.484,4000,15.681,488
402.266,23.361,11.220,6.484,4160,15.956,488
408.139,23.361,11.220,5.868,4320,16.231,488
415.230,23.361,11.264,5.868,4640,16.231,488
421.188,23.361,11.264,5.868,4960,16.495,488
428.212,23.357,11.264,5.868,5280,16.747,488
435.197,23.357,11.264,5.308,5600,16.945,488
442.167,23.357,11.297,5.308,6080,16.945,488
451.335,23.357,11.297,5.308,6560,17.132,488
459.201,23.357,11.308,4.912,7360,17.275,488
466.274,23.357,11.308,4.802,8000,17.407,438
475.364,23.357,11.330,4.802,8640,17.495,438
483.159,23.366,11.330,4.626,9440,17.582,438
490.420,23.366,11.187,4.626,10240,17.637,438
497.240,23.366,11.187,4.626,10880,17.637,438
506.229,23.366,11.187,4.626,11680,17.549,438
514.716,23.366,11.187,6.132,12480,17.110,438
523.370,23.366,10.857,6.132,13440,16.703,438
533.438,23.371,10.835,7.176,14240,16.253,438
541.510,23.371,10.835,7.549,15200,15.703,438
548.218,23.371,10.451,7.549,15840,15.209,438
555.311,23.371,10.451,8.659,16480,15.209,355
562.240,23.371,10.154,8.659,16960,14.747,355
571.840,23.371,10.154,8.659,17600,14.198,355
578.321,23.357,10.143,8.769,18240,13.714,355
586.319,23.357,10.143,9.396,18560,13.418,355
593.317,23.357,10.077,9.396,19040,13.143,355
600.576,23.357,10.077,9.396,19360,13.143,355
607.323,23.357,10.121,9.879,19520,12.934,355
614.243,23.357,10.121,9.879,19680,12.747,355
621.225,23.357,10.209,9.879,19840,12.626,355
628.563,23.353,10.209,9.879,19840,12.626,355
636.360,23.353,10.374,10.187,19840,12.505,355
643.411,23.353,10.374,10.187,19840,12.396,331
651.366,23.353,10.385,10.286,19680,12.308,331
658.304,23.353,10.374,10.374,19520,12.308,331
665.196,23.353,10.560,10.374,19200,12.242,331
672.373,23.353,10.560,10.374,18880,12.154,331
680.407,23.339,10.560,10.549,18560,12.099,331
687.324,23.339,10.659,10.549,18080,12.044,331
694.183,23.339,10.725,10.549,17600,12.044,331
701.474,23.339,10.725,10.560,17120,11.967,331
710.598,23.339,10.725,10.714,16480,11.912,331
717.245,23.339,10.879,10.714,15680,11.846,331
725.246,23.339,10.879,10.857,15200,11.791,331
732.279,23.339,10.879,10.857,14400,11.791,363
738.255,23.339,11.022,10.857,13760,11.736,363
745.364,23.339,11.022,10.857,13120,11.703,363
753.616,23.339,11.022,10.912,12480,11.670,363
761.765,23.339,11.143,10.912,11520,11.670,363
768.330,23.339,11.165,10.912,10720,11.670,363
776.386,23.339,11.165,10.560,10080,11.769,363
783.303,23.348,11.165,9.989,9280,11.934,363
792.305,23.348,11.352,9.989,8640,12.165,363
799.235,23.348,11.352,8.967,7840,12.396,363
805.218,23.348,11.363,8.967,7360,12.396,363
811.322,23.348,11.363,8.967,6880,12.637,363
819.197,23.348,11.462,8.967,6400,12.978,363
827.317,23.348,11.462,8.967,5760,12.978,430
835.345,23.348,11.571,8.132,5280,13.352,430
842.286,23.348,11.571,8.132,4960,13.747,430
849.425,23.348,11.571,7.549,4640,14.143,430
858.233,23.348,11.571,7.429,4320,14.505,430
866.451,23.348,11.659,7.429,4160,14.857,430
873.597,23.348,11.659,6.769,4000,15.198,430
882.398,23.366,11.692,6.769,4000,15.198,430
890.485,23.366,11.725,6.769,4000,15.495,430
897.381,23.366,11.725,6.604,4000,15.780,430
906.582,23.366,11.725,6.132,4160,16.044,430
915.647,23.366,11.780,6.132,4480,16.330,464
924.728,23.366,11.780,5.538,4960,16.604,464
933.766,23.366,11.780,5.538,5440,16.835,464
941.651,23.366,11.813,5.538,5920,17.033,464
949.797,23.366,11.813,5.000,6560,17.209,464
956.374,23.366,11.824,5.000,7200,17.209,464
963.533,23.366,11.846,5.000,7680,17.341,464
970.693,23.366,11.846,4.901,8320,17.451,464
978.492,23.361,11.846,4.637,8960,17.549,464
990.141,23.361,11.868,4.637,9760,17.626,464
997.957,23.361,11.868,5.505,10880,17.648,464
1005.560,23.361,11.868,5.516,11680,17.363,405
1014.298,23.361,11.484,5.516,12480,17.363,405
1022.411,23.361,11.484,7.011,13280,16.923,405
1031.471,23.361,11.418,7.011,14080,16.538,405
1039.328,23.361,11.033,7.022,15040,16.022,405
1046.858,23.361,11.033,7.418,15680,15.429,405
1056.579,23.361,11.033,8.264,16320,14.978,405
1064.678,23.361,10.626,8.264,17120,14.396,405
1076.520,23.361,10.615,9.242,17760,13.824,405
1083.387,23.348,10.396,9.242,18400,13.374,405
1092.525,23.348,10.396,9.242,18880,13.077,336
1102.560,23.348,10.396,9.923,19200,12.813,336
1110.743,23.348,10.407,9.923,19520,12.582,336
1120.559,23.348,10.407,10.176,19840,12.440,336
1127.417,23.348,10.407,10.297,19840,12.330,336
1137.045,23.348,10.538,10.297,19840,12.220,336
1144.920,23.348,10.538,10.484,19840,12.143,336
1157.489,23.348,10.538,10.484,19680,12.088,336
1168.407,23.348,10.670,10.495,19360,12.022,336
1176.386,23.348,10.670,10.626,18720,11.967,336
1184.311,23.344,10.736,10.637,18400,11.923,342
1190.285,23.344,10.813,10.758,17760,11.923,342
1197.170,23.344,10.813,10.758,17440,11.879,342
1204.320,23.344,10.934,10.769,16960,11.813,342
1211.332,23.344,10.934,10.769,16320,11.769,342
1220.243,23.344,10.934,10.890,15680,11.714,342
1226.348,23.344,10.934,10.890,14880,11.714,342
1233.243,23.344,11.044,10.890,14240,11.681,342
1240.234,23.344,11.044,10.923,13600,11.637,342
1246.471,23.344,11.044,10.978,12960,11.637,342
1254.801,23.344,11.132,10.978,12320,11.615,342
1262.287,23.344,11.176,10.978,11520,11.593,342
1269.299,23.344,11.176,10.352,10720,11.648,385
1276.307,23.344,11.176,10.352,10080,11.813,385
1284.297,23.348,11.341,10.352,9440,12.022,385
1292.440,23.348,11.341,10.352,8640,12.022,385
1299.246,23.348,11.341,9.253,7840,12.242,385
1305.376,23.348,11.341,9.253,7360,12.516,385
1312.339,23.348,11.451,8.681,6880,12.791,385
1319.172,23.348,11.451,8.681,6240,12.791,385
1328.416,23.348,11.538,8.374,5920,13.165,385
1334.225,23.348,11.538,8.374,5280,13.560,385
1341.299,23.348,11.549,7.648,4960,13.967,385
1347.339,23.348,11.549,7.648,4640,13.967,385
1354.246,23.348,11.637,7.648,4480,14.352,385
1361.425,23.348,11.637,7.637,4160,14.692,452
1368.213,23.348,11.637,6.978,4000,15.044,452
1375.245,23.348,11.637,6.978,4000,15.044,452
1384.374,23.361,11.692,6.978,4000,15.341,452
1391.261,23.361,11.692,6.385,4000,15.626,452
1400.357,23.361,11.692,6.352,4000,15.890,452
1408.431,23.361,11.758,6.352,4320,16.165,452
1416.448,23.361,11.758,5.736,4640,16.429,452
1423.340,23.361,11.758,5.736,4960,16.429,452
1432.445,23.361,11.802,5.736,5280,16.703,452
1440.922,23.361,11.791,5.593,5920,16.934,452
1451.571,23.361,11.802,5.176,6400,17.132,445
1459.723,23.361,11.835,5.176,7360,17.286,445
1471.729,23.361,11.835,4.681,8000,17.407,445
1479.984,23.366,11.868,4.681,9120,17.516,445
1488.355,23.366,11.868,4.758,9920,17.593,445
1496.301,23.366,11.868,4.758,10720,17.659,445
1505.283,23.366,11.582,4.758,11520,17.626,445
1512.312,23.366,11.582,5.132,12320,17.198,445
1519.907,23.366,11.582,6.440,13120,16.769,445
1528.648,23.366,11.582,6.440,13760,16.330,445
1536.528,23.366,11.143,7.780,14720,15.802,445
1544.338,23.366,11.143,7.802,15360,15.802,364
1552.464,23.366,10.835,7.802,16160,15.209,364
1559.234,23.366,10.714,7.802,16800,14.780,364
1566.261,23.366,10.714,8.923,17280,14.165,364
1578.477,23.366,10.714,8.923,17760,13.626,364
1585.424,23.348,10.440,9.242,18560,13.231,364
1592.273,23.348,10.440,9.703,18880,12.934,364
1600.418,23.348,10.440,9.703,19200,12.934,364
1607.229,23.348,10.407,9.703,19520,12.703,364
1615.388,23.348,10.407,10.187,19680,12.495,364
1624.351,23.348,10.407,10.187,19840,12.363,364
1631.428,23.353,10.505,10.187,19840,12.275,330
1638.445,23.353,10.505,10.429,19840,12.154,330
1647.361,23.353,10.505,10.429,19840,12.154,330
1655.361,23.353,10.637,10.560,19680,12.099,330
1664.465,23.353,10.637,10.560,19360,12.044,330
1673.386,23.353,10.681,10.582,19040,11.989,330
1681.629,23.344,10.769,10.582,18560,11.934,330
1690.297,23.344,10.769,10.714,18080,11.890,330
1700.634,23.344,10.901,10.714,17440,11.857,330
1712.529,23.344,10.901,10.846,16640,11.791,330
1722.726,23.344,10.901,10.846,15680,11.736,356
1733.536,23.339,11.022,10.956,14720,11.659,356
1744.755,23.339,11.022,10.956,13600,11.626,356
1753.457,23.339,11.088,10.956,12480,11.593,356
1766.827,23.339,11.165,10.868,11680,11.582,356
1779.584,23.339,11.286,10.319,10400,11.648,356
1788.319,23.344,11.286,9.780,9120,11.802,356
1803.664,23.344,11.286,9.780,8320,12.253,356
1816.863,23.344,11.418,8.791,7040,12.516,418
1830.632,23.344,11.473,8.791,6080,13.176,418
1839.672,23.344,11.527,8.000,5120,13.571,418
1848.934,23.344,11.527,8.000,4800,13.956,418
1856.389,23.344,11.615,7.440,4320,14.341,418
1869.338,23.344,11.615,7.297,4160,14.692,418
1876.861,23.344,11.681,7.297,4000,15.044,418
1884.492,23.361,11.681,6.648,4000,15.341,418
1892.469,23.361,11.681,6.648,4000,15.637,418
1901.817,23.361,11.736,6.516,4160,15.901,463
1912.868,23.361,11.747,6.022,4320,16.187,463
1921.397,23.361,11.747,6.022,4800,16.451,463
1930.634,23.361,11.802,5.451,5120,16.725,463
1940.465,23.361,11.802,5.440,5760,16.956,463
1950.606,23.361,11.802,5.440,6400,17.154,463
1957.394,23.361,11.835,4.912,7200,17.308,463
1966.763,23.361,11.835,4.901,7680,17.429,463
1983.704,23.361,11.857,4.857,8640,17.527,463
1991.062,23.361,11.868,4.626,10240,17.615,414
1998.548,23.361,11.714,5.615,10880,17.648,414
2009.120,23.361,11.714,5.615,11680,17.516,414
2018.650,23.361,11.714,5.670,12800,17.132,414
2027.499,23.361,11.253,7.242,13760,16.626,414
2036.136,23.361,11.253,7.242,14560,16.176,414
2048.729,23.361,11.099,7.374,15360,15.626,414
2057.252,23.361,10.824,8.495,16480,15.022,414
2067.849,23.361,10.824,8.495,17120,14.516,414
2076.585,23.361,10.495,9.407,17920,13.956,414
2086.918,23.353,10.495,9.407,18400,13.440,337
2096.686,23.353,10.495,9.407,19040,13.121,337
2108.373,23.353,10.385,10.022,19360,12.582,337
2118.019,23.353,10.440,10.022,19680,12.440,337
2127.063,23.357,10.440,10.176,19840,12.297,337
2134.640,23.357,10.473,10.352,19840,12.220,337
2141.432,23.357,10.473,10.352,19840,12.220,337
2150.542,23.357,10.593,10.527,19840,12.121,337
2159.447,23.357,10.604,10.527,19520,12.077,337
2167.135,23.357,10.604,10.527,19200,12.022,337
2176.878,23.357,10.736,10.527,18880,11.956,334
2188.973,23.348,10.736,10.670,18400,11.901,334
2201.173,23.348,10.835,10.769,17600,11.802,334
2211.534,23.348,10.857,10.791,16640,11.758,334
2219.589,23.348,10.857,10.791,15680,11.714,334
2226.691,23.344,10.989,10.912,15040,11.670,334
2241.536,23.344,10.989,10.912,14240,11.637,334
2250.301,23.344,11.110,10.934,12800,11.593,334
2258.412,23.344,11.110,10.978,12000,11.582,369
2265.262,23.344,11.110,10.978,11200,11.582,369
2272.408,23.344,11.253,10.209,10560,11.582,369
2280.248,23.348,11.264,10.209,9760,11.703,369
2286.337,23.348,11.264,10.209,9120,11.879,369
2293.714,23.348,11.264,10.209,8480,12.110,369
2300.331,23.348,11.374,9.154,7840,12.110,369
2307.307,23.348,11.374,9.154,7200,12.363,369
2313.287,23.348,11.407,9.154,6720,12.637,369
2321.299,23.348,11.407,8.648,6240,12.967,369
2328.295,23.348,11.495,8.286,5760,12.967,369
2338.206,23.348,11.495,8.297,5280,13.341,369
2346.391,23.348,11.582,7.560,4800,13.736,369
2354.292,23.348,11.582,7.560,4480,14.110,437
2361.406,23.348,11.582,7.560,4160,14.473,437
2369.394,23.348,11.582,7.549,4000,14.824,437
2377.288,23.348,11.659,6.901,4000,15.165,437
2384.283,23.361,11.659,6.901,4000,15.165,437
2390.318,23.361,11.692,6.901,4000,15.462,437
2397.405,23.361,11.725,6.286,4000,15.736,437
2404.388,23.361,11.725,6.264,4160,16.011,437
2411.332,23.361,11.725,6.264,4480,16.011,437
2418.288,23.361,11.780,6.264,4640,16.286,437
2425.315,23.361,11.780,5.670,4960,16.538,437
2432.316,23.361,11.780,5.670,5440,16.802,437
2439.309,23.361,11.780,5.440,5760,16.802,444
2447.408,23.361,11.824,5.440,6240,17.022,444
2454.399,23.361,11.824,5.110,6880,17.198,444
2461.470,23.361,11.824,5.110,7520,17.341,444
2468.282,23.361,11.846,4.670,8160,17.341,444
2475.296,23.361,11.857,4.670,8640,17.473,444
2482.634,23.366,11.857,4.670,9440,17.549,444
2490.317,23.366,11.857,4.670,10080,17.637,444
2498.312,23.366,11.670,5.176,10880,17.615,444
2506.572,23.366,11.670,5.176,11680,17.242,444
2514.418,23.366,11.670,6.121,12480,17.242,444
2522.633,23.366,11.330,6.769,13280,16.802,444
2530.857,23.371,11.330,6.769,14080,16.396,368
2539.413,23.371,11.033,6.769,14880,15.868,368
2548.054,23.371,10.912,8.044,15680,15.297,368
2557.659,23.371,10.912,8.044,16320,14.857,368
2564.897,23.371,10.549,8.044,17120,14.231,368
2572.708,23.371,10.549,9.110,17600,13.681,368
2579.308,23.357,10.549,9.110,18240,13.681,368
2589.633,23.357,10.549,9.780,18560,13.264,368
2598.442,23.357,10.407,9.857,19040,12.967,368
2607.621,23.357,10.407,9.857,19360,12.714,368
2614.782,23.357,10.451,9.857,19680,12.495,368
2625.792,23.357,10.462,10.264,19840,12.363,327
2642.343,23.353,10.462,10.330,19840,12.132,327
2650.199,23.353,10.571,10.473,19680,12.088,327
2658.325,23.353,10.571,10.473,19520,12.022,327
2666.611,23.353,10.604,10.626,19200,11.967,327
2673.712,23.353,10.714,10.615,18880,11.967,327
2680.547,23.344,10.714,10.615,18560,11.923,327
2687.453,23.344,10.846,10.615,18080,11.879,327
2696.829,23.344,10.846,10.758,17600,11.824,327
2703.528,23.344,10.846,10.758,16960,11.780,327
