T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)
18.542,19.399,11.297,7.758,4875,16.099,436
32.747,19.399,11.286,7.769,5087,16.099,436
41.329,19.399,11.275,7.769,5154,16.088,436
51.388,19.399,11.275,7.769,5194,16.055,436
60.409,19.399,11.275,7.912,5241,15.945,436
69.510,19.381,11.198,7.912,5284,15.846,436
77.467,19.381,11.198,8.066,5327,15.758,436
85.493,19.381,11.198,8.121,5364,15.758,436
94.482,19.381,11.154,8.121,5401,15.692,436
105.611,19.381,11.154,8.220,5443,15.648,436
115.347,19.390,11.132,8.220,5495,15.582,436
126.444,19.390,11.132,8.231,5540,15.549,437
136.467,19.390,11.121,8.275,5591,15.527,437
144.418,19.390,11.099,8.275,5638,15.484,437
153.363,19.390,11.110,8.363,5674,15.440,437
159.426,19.408,11.077,8.363,5715,15.440,437
165.359,19.408,11.077,8.363,5743,15.396,437
171.339,19.408,11.077,8.363,5770,15.352,437
178.377,19.408,11.077,8.473,5797,15.352,437
184.440,19.408,11.077,8.473,5829,15.286,437
190.335,19.408,11.033,8.473,5856,15.231,437
197.334,19.408,11.033,8.516,5883,15.231,437
204.328,19.408,11.033,8.571,5914,15.176,437
212.514,19.399,11.022,8.571,5946,15.121,451
221.475,19.399,10.989,8.659,5982,15.066,451
229.595,19.399,10.989,8.659,6022,15.022,451
239.324,19.399,10.978,8.659,6058,14.978,451
246.361,19.399,10.978,8.659,6101,14.934,451
252.422,19.399,10.978,8.736,6131,14.934,451
258.389,19.399,10.978,8.736,6158,14.901,451
265.308,19.399,10.945,8.736,6184,14.857,451
271.355,19.399,10.945,8.813,6213,14.857,451
277.461,19.399,10.945,8.824,6239,14.813,451
283.432,19.399,10.934,8.824,6266,14.769,451
291.408,19.399,10.934,8.824,6291,14.769,451
298.351,19.399,10.912,8.912,6325,14.714,471
305.336,19.399,10.923,8.912,6354,14.670,471
311.469,19.399,10.879,8.912,6383,14.626,471
319.780,19.399,10.879,8.945,6409,14.626,471
326.461,19.399,10.879,9.011,6443,14.582,471
332.397,19.399,10.879,9.011,6471,14.538,471
344.481,19.399,10.857,9.077,6495,14.495,471
352.197,19.399,10.857,9.077,6544,14.451,471
358.372,19.403,10.846,9.077,6575,14.418,471
366.457,19.403,10.846,9.077,6600,14.374,471
373.378,19.403,10.846,9.143,6632,14.374,471
380.526,19.403,10.846,9.143,6659,14.341,471
389.901,19.403,10.824,9.143,6687,14.297,494
397.593,19.403,10.824,9.209,6724,14.264,494
405.432,19.412,10.824,9.231,6753,14.220,494
413.388,19.412,10.824,9.231,6783,14.176,494
420.447,19.412,10.802,9.308,6813,14.176,494
429.437,19.412,10.802,9.308,6839,14.132,494
435.412,19.412,10.780,9.319,6872,14.099,494
445.435,19.412,10.780,9.385,6894,14.055,494
452.484,19.412,10.780,9.385,6931,14.022,494
459.952,19.403,10.780,9.385,6956,14.022,494
466.429,19.403,10.769,9.462,6983,13.978,494
473.364,19.403,10.769,9.462,7005,13.945,494
480.518,19.403,10.758,9.462,7030,13.912,519
493.431,19.403,10.758,9.516,7054,13.879,519
499.475,19.403,10.747,9.516,7098,13.846,519
506.387,19.394,10.747,9.516,7118,13.813,519
513.537,19.394,10.736,9.549,7141,13.813,519
522.472,19.394,10.736,9.582,7165,13.780,519
531.434,19.394,10.736,9.582,7194,13.758,519
538.507,19.394,10.714,9.648,7222,13.714,519
552.092,19.394,10.714,9.648,7244,13.681,519
560.383,19.394,10.703,9.648,7286,13.659,519
568.540,19.394,10.692,9.714,7311,13.626,535
575.445,19.394,10.692,9.714,7336,13.593,535
584.696,19.394,10.692,9.714,7356,13.560,535
591.570,19.394,10.692,9.769,7383,13.538,535
598.459,19.394,10.692,9.769,7402,13.538,535
606.554,19.394,10.692,9.769,7422,13.505,535
613.388,19.394,10.681,9.835,7444,13.484,535
620.381,19.394,10.681,9.835,7462,13.462,535
628.609,19.394,10.681,9.835,7481,13.462,535
636.396,19.394,10.670,9.846,7503,13.429,535
642.433,19.394,10.670,9.879,7523,13.407,535
649.495,19.394,10.670,9.879,7538,13.385,535
657.580,19.394,10.670,9.879,7555,13.363,544
665.537,19.389,10.670,9.923,7575,13.341,544
675.414,19.389,10.681,9.923,7594,13.308,544
682.417,19.389,10.681,9.934,7617,13.308,544
689.347,19.389,10.670,9.978,7633,13.286,544
698.444,19.389,10.670,9.978,7649,13.264,544
705.398,19.394,10.670,9.978,7668,13.242,544
714.538,19.394,10.670,10.000,7683,13.220,544
721.400,19.394,10.670,10.011,7702,13.209,544
728.460,19.394,10.670,10.011,7716,13.209,544
735.449,19.394,10.670,10.011,7730,13.198,544
745.371,19.394,10.670,10.044,7744,13.176,544
754.517,19.394,10.670,10.044,7762,13.154,545
763.515,19.398,10.659,10.055,7779,13.143,545
770.521,19.398,10.659,10.088,7794,13.121,545
776.443,19.398,10.659,10.088,7806,13.121,545
782.396,19.398,10.659,10.121,7816,13.099,545
789.424,19.398,10.659,10.121,7825,13.088,545
796.361,19.398,10.659,10.121,7836,13.066,545
804.443,19.398,10.659,10.121,7847,13.066,545
811.481,19.398,10.670,10.154,7859,13.055,545
817.500,19.398,10.670,10.154,7868,13.044,545
825.946,19.398,10.670,10.154,7877,13.033,545
833.625,19.398,10.670,10.176,7888,13.011,545
840.405,19.398,10.670,10.187,7897,13.011,537
848.841,19.398,10.670,10.187,7905,13.000,537
856.422,19.398,10.681,10.187,7915,12.989,537
863.486,19.394,10.681,10.209,7923,12.978,537
873.536,19.394,10.681,10.209,7930,12.967,537
881.493,19.394,10.692,10.220,7940,12.956,537
890.361,19.394,10.692,10.231,7947,12.945,537
896.373,19.394,10.692,10.231,7955,12.945,537
904.429,19.394,10.703,10.231,7960,12.934,537
910.456,19.389,10.692,10.242,7965,12.923,537
918.517,19.389,10.692,10.242,7970,12.912,537
924.372,19.389,10.703,10.242,7975,12.912,537
931.366,19.389,10.703,10.242,7978,12.901,523
938.359,19.389,10.703,10.242,7982,12.901,523
945.410,19.389,10.703,10.242,7985,12.901,523
954.433,19.389,10.714,10.253,7988,12.890,523
964.462,19.389,10.725,10.253,7992,12.879,523
972.340,19.389,10.725,10.253,7995,12.879,523
978.448,19.389,10.725,10.253,7997,12.879,523
985.652,19.389,10.725,10.253,7998,12.868,523
995.570,19.389,10.725,10.253,7999,12.868,523
1002.513,19.389,10.725,10.264,7999,12.868,523
1009.573,19.389,10.736,10.264,7999,12.868,523
1016.392,19.389,10.736,10.264,7999,12.857,507
1024.369,19.389,10.747,10.264,7999,12.857,507
1030.430,19.389,10.747,10.253,7997,12.857,507
1036.442,19.389,10.758,10.253,7996,12.857,507
1043.389,19.389,10.758,10.253,7995,12.846,507
1049.341,19.389,10.758,10.253,7993,12.846,507
1055.350,19.389,10.769,10.253,7991,12.846,507
1065.396,19.394,10.769,10.253,7988,12.846,507
