T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

17.342,20.481,13.418,7.769,11800,17.341,7873
30.580,20.481,13.429,7.769,12000,17.341,7873
42.275,20.481,13.418,7.769,12000,17.341,7873
54.286,20.481,13.407,7.846,12000,17.330,7873
65.388,20.481,13.407,7.846,12000,17.330,7874
74.284,20.481,13.418,7.857,12000,17.308,7874
83.346,20.481,13.418,7.923,12000,17.286,7874
91.259,20.481,13.418,7.923,12000,17.286,7874
102.315,20.481,13.429,7.901,12000,17.275,7874
110.243,20.481,13.429,7.901,12000,17.264,7874
117.267,20.481,13.418,7.901,12000,17.253,7874
124.225,20.481,13.418,7.901,12000,17.253,7874
133.273,20.481,13.418,7.879,12000,17.253,7874
141.097,20.481,13.418,7.879,12000,17.253,7874
148.108,20.481,13.418,7.879,12000,17.253,7874
155.280,20.481,13.418,7.879,12000,17.253,7899
163.108,20.481,13.418,7.879,12000,17.253,7899
170.146,20.481,13.429,7.879,12000,17.253,7899
177.090,20.481,13.429,7.868,12000,17.253,7899
187.091,20.486,13.429,7.868,12000,17.253,7899
195.200,20.486,13.407,7.868,12000,17.253,7899
204.208,20.486,13.407,7.868,12000,17.242,7899
212.204,20.486,13.407,7.868,12000,17.242,7899
220.160,20.486,13.407,7.868,12000,17.242,7899
230.182,20.486,13.407,7.868,12000,17.242,7899
240.257,20.486,13.418,7.868,12000,17.242,7899
247.354,20.486,13.429,7.868,12000,17.242,7898
257.227,20.486,13.429,7.868,12000,17.242,7898
269.248,20.486,13.418,7.868,12000,17.242,7898
279.142,20.486,13.418,7.857,12000,17.242,7898
293.180,20.481,13.418,7.857,12000,17.242,7898
311.148,20.481,13.418,7.857,12000,17.242,7898
321.090,20.481,13.429,7.857,12000,17.242,7898
329.161,20.481,13.429,7.857,12000,17.242,7898
338.232,20.481,13.418,7.857,12000,17.242,7748
349.224,20.481,13.418,7.868,12000,17.242,7748
359.259,20.481,13.418,7.868,12000,17.242,7748
369.146,20.481,13.418,7.868,12000,17.231,7748
379.215,20.481,13.418,7.868,12000,17.242,7748
396.100,20.481,13.429,7.868,12000,17.242,7748
409.115,20.481,13.429,7.857,12000,17.242,7748
417.105,20.481,13.429,7.857,12000,17.242,7748
427.661,20.481,13.429,7.868,12000,17.242,7748
439.375,20.481,13.429,7.868,12000,17.242,7748
447.260,20.481,13.418,7.868,12000,17.242,7748
455.126,20.481,13.418,7.868,12000,17.242,7748
464.161,20.481,13.429,7.868,12000,17.242,7748
472.149,20.481,13.429,7.868,12000,17.231,7748
480.155,20.481,13.429,7.857,12000,17.231,7748
490.139,20.481,13.429,7.857,12000,17.242,7748
499.160,20.481,13.418,7.857,12000,17.242,7748
506.168,20.481,13.418,7.857,12000,17.242,7748
515.201,20.481,13.418,7.868,12000,17.242,7778
523.189,20.481,13.418,7.868,12000,17.242,7778
533.222,20.481,13.418,7.868,12000,17.242,7778
542.446,20.481,13.429,7.868,12000,17.242,7778
550.159,20.481,13.429,7.868,12000,17.242,7778
558.222,20.481,13.429,7.868,12000,17.242,7778
570.507,20.481,13.418,7.868,12000,17.242,7778
581.223,20.481,13.418,7.868,12000,17.231,7778
590.164,20.486,13.418,7.868,12000,17.242,7778
598.126,20.486,13.418,7.868,12000,17.231,7778
610.823,20.486,13.418,7.868,12000,17.231,7805
619.316,20.486,13.429,7.868,12000,17.231,7805
626.341,20.486,13.429,7.868,12000,17.242,7805
634.173,20.486,13.429,7.868,12000,17.242,7805
651.164,20.486,13.418,7.868,12000,17.242,7805
658.145,20.486,13.418,7.868,12000,17.242,7805
665.169,20.486,13.418,7.868,12000,17.242,7805
673.115,20.486,13.418,7.868,12000,17.242,7805
688.306,20.486,13.418,7.868,12000,17.242,7805
700.306,20.486,13.418,7.868,12000,17.242,7829
716.115,20.486,13.418,7.879,12000,17.231,7829
732.234,20.486,13.407,7.868,12000,17.231,7829
746.365,20.486,13.418,7.879,12000,17.231,7829
755.135,20.490,13.418,7.879,12000,17.242,7829
764.114,20.490,13.418,7.890,12000,17.242,7829
772.168,20.490,13.418,7.868,12000,17.242,7829
780.216,20.490,13.418,7.868,12000,17.231,7829
789.171,20.486,13.418,7.868,12000,17.231,7848
798.219,20.486,13.418,7.868,12000,17.231,7848
807.163,20.486,13.418,7.868,12000,17.231,7848
815.152,20.486,13.418,7.868,12000,17.231,7848
823.145,20.486,13.418,7.868,12000,17.231,7848
831.260,20.486,13.418,7.879,12000,17.231,7848
840.184,20.486,13.418,7.879,12000,17.231,7848
848.174,20.481,13.418,7.868,12000,17.231,7848
858.320,20.481,13.418,7.868,12000,17.231,7848
868.853,20.481,13.418,7.857,12000,17.231,7848
876.171,20.481,13.418,7.857,12000,17.231,7864
886.032,20.486,13.418,7.857,12000,17.231,7864
893.384,20.486,13.418,7.868,12000,17.231,7864
905.184,20.486,13.418,7.868,12000,17.231,7864
914.193,20.486,13.418,7.868,12000,17.231,7864
923.203,20.486,13.418,7.857,12000,17.231,7864
933.176,20.486,13.418,7.857,12000,17.231,7864
942.494,20.486,13.418,7.857,12000,17.231,7864
956.197,20.486,13.418,7.868,12000,17.231,7864
969.902,20.486,13.418,7.868,12000,17.231,7875
978.285,20.486,13.418,7.868,12000,17.231,7875
986.742,20.481,13.429,7.879,12000,17.231,7875
995.417,20.481,13.429,7.879,12000,17.231,7875
1007.748,20.481,13.429,7.879,12000,17.231,7875
1017.768,20.481,13.418,7.868,12000,17.231,7875
1033.175,20.481,13.418,7.879,12000,17.231,7875
1051.224,20.481,13.418,7.879,12000,17.231,7875
1058.175,20.481,13.418,7.868,12000,17.231,7881
1066.295,20.481,13.418,7.868,12000,17.231,7881
1075.183,20.481,13.418,7.868,12000,17.231,7881
1083.409,20.481,13.418,7.868,12000,17.231,7881
1091.297,20.481,13.418,7.868,12000,17.231,7881
1099.229,20.481,13.418,7.868,12000,17.231,7881
1107.248,20.481,13.418,7.879,12000,17.231,7881
1115.540,20.481,13.418,7.868,12000,17.231,7881
1124.296,20.481,13.418,7.868,12000,17.231,7881
1132.641,20.481,13.418,7.879,12000,17.231,7881
1143.208,20.481,13.418,7.879,12000,17.231,7883
1154.249,20.481,13.418,7.890,12000,17.231,7883
1165.149,20.481,13.418,7.879,12000,17.231,7883
1174.137,20.481,13.418,7.879,12000,17.220,7883
1181.180,20.481,13.418,7.879,12000,17.231,7883
1188.451,20.481,13.407,7.879,12000,17.231,7883
1196.116,20.481,13.407,7.879,12000,17.231,7883
1205.139,20.481,13.418,7.868,12000,17.220,7883
1212.415,20.481,13.418,7.868,12000,17.231,7883
1224.146,20.481,13.418,7.879,12000,17.231,7883
1233.201,20.481,13.418,7.868,12000,17.231,7885
1244.683,20.481,13.418,7.868,12000,17.220,7885
1257.268,20.481,13.418,7.879,12000,17.231,7885
1266.151,20.481,13.418,7.879,12000,17.220,7885
1274.245,20.481,13.418,7.879,12000,17.220,7885
1281.165,20.481,13.418,7.868,12000,17.220,7885
1288.205,20.481,13.418,7.868,12000,17.220,7885
1296.165,20.481,13.418,7.868,12000,17.220,7885
