T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

18.372,20.481,12.769,7.769,11800,17.341,7898
33.482,20.481,12.769,7.780,12000,17.341,7898
50.349,20.481,12.769,7.780,12000,17.341,7898
61.333,20.481,12.747,7.835,12000,17.330,7898
71.352,20.477,12.747,7.879,12000,17.308,7898
81.472,20.477,12.780,7.923,12000,17.297,7898
97.040,20.477,12.780,7.923,12000,17.286,7901
104.404,20.477,12.769,7.912,12000,17.275,7901
111.338,20.477,12.769,7.912,12000,17.264,7901
118.303,20.477,12.769,7.912,12000,17.253,7901
126.309,20.477,12.769,7.868,12000,17.253,7901
138.519,20.477,12.769,7.868,12000,17.242,7901
150.423,20.477,12.780,7.868,12000,17.242,7901
161.433,20.477,12.769,7.868,12000,17.253,7901
173.218,20.486,12.780,7.868,12000,17.253,7901
183.206,20.486,12.780,7.868,12000,17.253,7939
191.266,20.486,12.780,7.868,12000,17.253,7939
202.279,20.486,12.769,7.868,12000,17.253,7939
212.448,20.486,12.769,7.868,12000,17.253,7939
220.223,20.486,12.780,7.857,12000,17.253,7939
228.182,20.486,12.769,7.857,12000,17.253,7939
237.970,20.486,12.769,7.857,12000,17.253,7939
248.625,20.486,12.780,7.857,12000,17.242,7939
256.747,20.486,12.780,7.857,12000,17.242,7939
264.652,20.486,12.780,7.868,12000,17.253,7939
276.254,20.481,12.780,7.868,12000,17.253,7879
285.306,20.481,12.780,7.868,12000,17.242,7879
296.328,20.481,12.780,7.857,12000,17.253,7879
308.318,20.486,12.769,7.857,12000,17.253,7879
317.227,20.486,12.769,7.857,12000,17.242,7879
326.289,20.486,12.780,7.868,12000,17.242,7879
343.320,20.486,12.780,7.868,12000,17.242,7879
351.279,20.486,12.769,7.868,12000,17.242,7879
360.728,20.486,12.769,7.868,12000,17.242,7746
370.323,20.486,12.780,7.868,12000,17.242,7746
378.323,20.486,12.769,7.868,12000,17.242,7746
394.244,20.486,12.769,7.868,12000,17.242,7746
409.478,20.486,12.769,7.868,12000,17.242,7746
417.235,20.481,12.780,7.868,12000,17.242,7746
425.251,20.481,12.769,7.868,12000,17.242,7746
436.194,20.481,12.769,7.868,12000,17.242,7746
446.255,20.481,12.780,7.857,12000,17.231,7767
454.477,20.481,12.780,7.857,12000,17.242,7767
462.371,20.481,12.780,7.868,12000,17.242,7767
471.293,20.481,12.769,7.868,12000,17.242,7767
481.663,20.481,12.769,7.868,12000,17.242,7767
492.257,20.481,12.769,7.857,12000,17.242,7767
502.208,20.481,12.780,7.857,12000,17.242,7767
511.241,20.486,12.780,7.868,12000,17.231,7767
520.273,20.486,12.780,7.857,12000,17.231,7767
529.381,20.486,12.780,7.857,12000,17.231,7767
539.817,20.486,12.780,7.857,12000,17.231,7793
547.476,20.486,12.769,7.857,12000,17.242,7793
556.265,20.486,12.769,7.857,12000,17.231,7793
563.823,20.486,12.769,7.868,12000,17.231,7793
