T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

10.846,23.357,11.923,7.791,11840,15.308,422
21.864,23.357,11.923,7.791,13600,15.308,422
35.740,23.357,11.934,7.912,15200,15.308,422
47.785,23.357,11.791,7.912,16960,15.110,420
56.781,23.361,11.659,9.044,18240,14.484,420
66.907,23.361,11.659,9.066,18880,13.846,420
76.849,23.361,11.110,9.066,19520,13.385,420
86.147,23.361,11.110,10.066,19840,12.901,420
93.925,23.361,11.110,10.066,19840,12.527,420
102.883,23.361,10.868,10.231,19840,12.308,420
109.815,23.348,10.868,10.604,19360,12.121,420
119.780,23.348,10.835,10.604,18880,12.000,420
127.894,23.348,10.813,10.747,18080,11.945,420
136.727,23.348,10.813,10.747,17280,11.934,433
148.928,23.348,10.835,10.747,16160,11.923,433
161.793,23.344,10.835,10.758,14560,11.901,433
172.288,23.344,10.879,10.758,12640,11.857,433
178.817,23.344,10.879,10.780,11040,11.835,433
185.781,23.344,10.879,10.802,10080,11.813,433
207.767,23.344,10.901,10.802,9120,11.802,433
214.703,23.348,10.912,10.253,6400,11.956,433
222.879,23.348,10.978,10.165,5600,12.165,433
229.718,23.348,10.967,9.187,4960,12.396,470
239.187,23.348,10.978,9.187,4480,12.396,470
246.759,23.348,11.022,9.187,4160,12.648,470
256.857,23.348,11.022,8.341,4000,13.308,470
264.721,23.348,11.077,8.319,4000,13.308,470
273.744,23.348,11.077,8.319,4160,13.692,470
282.768,23.348,11.077,7.571,4640,14.055,470
295.889,23.348,11.110,7.242,5440,14.769,470
309.122,23.348,11.110,6.901,6720,15.121,470
322.341,23.366,11.132,6.901,8320,15.429,468
332.302,23.366,11.154,6.242,10240,15.978,468
341.934,23.366,11.187,6.242,11680,16.242,468
349.832,23.366,11.187,6.242,13120,16.242,468
356.821,23.366,11.187,5.846,14400,16.484,468
365.729,23.366,10.967,5.846,15360,16.670,468
373.850,23.366,10.967,6.681,16480,16.703,468
381.920,23.366,10.967,7.176,17440,16.198,468
390.938,23.366,10.791,7.176,18240,15.440,468
401.844,23.366,10.418,8.615,19040,14.846,468
409.737,23.330,10.418,8.615,19680,14.253,418
416.809,23.330,10.132,8.648,19840,13.681,418
422.754,23.330,10.132,8.648,19840,13.681,418
429.831,23.330,10.132,9.440,19840,13.374,418
437.784,23.330,10.132,9.440,19680,13.077,418
444.823,23.330,10.132,9.901,19360,12.824,418
452.883,23.330,10.132,9.901,18880,12.824,418
459.830,23.335,10.209,9.923,18080,12.692,418
468.803,23.335,10.209,9.923,17440,12.549,418
476.776,23.335,10.275,10.220,16320,12.407,418
483.961,23.335,10.275,10.220,15360,12.341,418
495.706,23.335,10.473,10.286,13920,12.264,390
505.015,23.335,10.473,10.407,12640,12.209,390
513.022,23.348,10.484,10.407,11200,12.121,390
527.774,23.348,10.659,10.495,10080,12.033,390
541.965,23.348,10.835,10.505,8000,12.033,390
554.588,23.348,10.890,9.769,6240,12.154,390
562.040,23.344,11.066,9.769,5120,12.330,390
568.906,23.344,11.066,9.088,4640,12.549,390
578.298,23.344,11.066,8.791,4160,12.780,390
585.966,23.344,11.088,8.791,4000,13.099,380
593.399,23.344,11.242,8.791,4000,13.473,380
603.075,23.344,11.242,7.978,4000,13.473,380
615.074,23.361,11.385,7.868,4480,14.209,380
625.936,23.361,11.385,7.253,5280,14.560,380
634.860,23.361,11.385,7.253,6400,14.923,380
641.928,23.361,11.505,6.593,7360,15.253,380
650.262,23.361,11.495,6.593,8320,15.560,380
657.866,23.366,11.538,6.593,9440,15.560,380
664.832,23.366,11.538,6.593,10560,15.835,380
671.845,23.366,11.593,5.978,11520,16.110,380
679.903,23.366,11.604,5.978,12640,16.363,368
689.167,23.366,11.659,6.110,13920,16.582,368
696.107,23.366,11.659,6.242,15200,16.582,368
704.769,23.366,11.659,6.242,16160,16.681,368
710.758,23.361,11.022,6.242,17120,16.319,368
718.788,23.361,11.022,8.132,17760,15.451,368
725.839,23.361,11.022,8.132,18560,14.791,368
732.186,23.361,10.912,8.132,19040,14.791,368
737.853,23.361,10.912,8.132,19520,14.165,368
743.825,23.361,10.604,9.308,19680,13.571,368
751.750,23.361,10.604,9.308,19840,13.571,368
758.746,23.357,10.451,9.297,19840,13.088,368
765.802,23.357,10.451,9.791,19840,12.813,369
771.768,23.357,10.451,10.022,19520,12.549,369
777.739,23.357,10.451,10.022,19200,12.549,369
785.761,23.357,10.451,10.022,18880,12.352,369
791.775,23.357,10.495,10.374,18240,12.253,369
798.851,23.357,10.495,10.374,17600,12.253,369
806.054,23.344,10.582,10.374,16800,12.154,369
814.934,23.344,10.582,10.407,15840,12.099,369
823.042,23.344,10.626,10.549,14720,12.033,369
836.929,23.344,10.626,10.549,13440,11.989,369
844.938,23.344,10.758,10.670,11360,11.923,369
856.805,23.344,10.758,10.670,10240,11.846,392
864.089,23.344,10.901,10.670,8480,11.846,392
872.831,23.344,10.901,10.363,7520,11.857,392
879.789,23.344,11.055,10.363,6560,11.978,392
888.843,23.344,11.055,9.791,5760,12.165,392
895.926,23.344,11.088,9.286,4960,12.363,392
906.661,23.344,11.088,9.286,4480,12.615,392
915.885,23.357,11.242,8.385,4000,12.901,392
923.847,23.357,11.242,8.374,4000,13.264,392
932.649,23.357,11.253,8.385,4000,13.648,392
941.521,23.357,11.385,7.637,4320,14.011,392
949.269,23.357,11.385,7.637,4800,14.011,379
957.979,23.357,11.495,7.637,5280,14.363,379
966.176,23.357,11.495,7.055,6240,14.714,379
975.986,23.357,11.495,6.956,7040,15.055,379
984.761,23.357,11.593,6.956,8320,15.363,379
994.146,23.357,11.593,6.308,9600,15.659,379
1006.980,23.357,11.593,6.308,11040,16.176,379
1017.082,23.366,11.659,5.868,12960,16.429,379
1025.705,23.366,11.659,5.868,14400,16.626,379
1033.036,23.366,11.440,7.066,15520,16.626,379
1040.814,23.366,11.440,7.066,16480,16.659,356
1064.774,23.371,11.440,8.681,17440,14.560,356
1074.901,23.371,10.802,8.681,19360,14.022,356
1081.970,23.371,10.758,9.022,19840,13.407,356
1096.119,23.371,10.516,9.626,19840,12.989,356
1103.936,23.371,10.516,9.626,19680,12.703,356
1109.715,23.348,10.473,10.198,19360,12.451,356
1117.193,23.348,10.473,10.198,19040,12.451,356
1125.906,23.348,10.473,10.198,18400,12.297,365
1133.768,23.348,10.571,10.198,17600,12.176,365
1150.862,23.348,10.571,10.473,16640,12.044,365
1160.846,23.339,10.626,10.571,14400,11.989,365
1172.102,23.339,10.681,10.604,12800,11.945,365
1179.931,23.339,10.824,10.604,11200,11.879,365
1199.600,23.339,10.824,10.703,10080,11.802,365
1205.771,23.343,11.000,10.681,7360,11.802,365
1212.784,23.343,11.000,10.165,6560,11.879,365
1220.958,23.343,11.000,10.165,5920,12.055,377
1229.195,23.343,11.088,10.165,5120,12.055,377
1238.964,23.343,11.154,9.110,4640,12.505,377
1248.127,23.343,11.154,9.099,4160,12.505,377
1257.016,23.348,11.297,9.099,4000,12.780,377
1266.781,23.348,11.297,8.242,4000,13.110,377
1273.887,23.348,11.308,8.242,4320,13.484,377
1284.829,23.348,11.418,7.923,4640,13.857,377
1293.097,23.348,11.418,7.516,5600,14.220,377
1305.874,23.348,11.505,7.516,6400,14.901,366
1312.998,23.366,11.516,6.835,7840,15.242,366
1321.194,23.366,11.527,6.835,8800,15.242,366
1327.840,23.366,11.604,6.835,10080,15.527,366
1338.054,23.366,11.604,6.198,11040,15.813,366
1345.976,23.366,11.604,6.198,12480,16.066,366
1352.734,23.371,11.615,6.088,13760,16.319,366
1358.772,23.371,11.681,6.033,14720,16.319,366
1364.822,23.371,11.681,6.033,15520,16.505,366
1370.852,23.371,11.681,6.033,16320,16.484,366
1377.831,23.371,11.209,6.033,17120,16.484,366
1383.956,23.371,11.077,7.857,17760,15.846,366
1390.974,23.371,11.077,7.857,18400,14.967,366
1398.950,23.371,11.077,7.879,18880,14.352,356
1405.995,23.353,10.637,7.879,19520,14.352,356
1414.988,23.353,10.637,9.132,19680,13.813,356
1420.832,23.353,10.626,9.132,19840,13.231,356
1427.917,23.353,10.626,9.879,19840,12.846,356
1435.929,23.353,10.473,9.912,19840,12.593,356
1443.901,23.353,10.473,9.912,19360,12.593,356
1454.166,23.353,10.516,9.912,18880,12.385,356
1461.974,23.353,10.516,10.341,18080,12.198,356
1469.840,23.353,10.516,10.341,17280,12.110,356
1477.144,23.353,10.516,10.429,16320,12.077,356
1484.591,23.353,10.626,10.538,15360,11.989,374
1492.945,23.353,10.626,10.538,14240,11.956,374
1499.861,23.353,10.681,10.659,13120,11.901,374
1508.718,23.348,10.758,10.659,12000,11.901,374
1516.023,23.348,10.758,10.659,10720,11.857,374
1526.278,23.348,10.758,10.659,9600,11.824,374
1535.914,23.348,10.901,10.538,8160,11.813,374
1542.915,23.348,10.901,10.538,7040,11.879,374
1550.193,23.348,10.901,9.582,6240,12.044,374
1558.036,23.344,11.099,9.484,5440,12.242,374
1566.218,23.344,11.088,9.484,4800,12.473,374
