T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

9.507,19.484,13.571,7.769,11800,17.253,8031
26.650,19.484,13.571,7.769,12000,17.253,8031
38.669,19.484,13.571,7.791,12000,17.253,8035
50.470,19.474,13.571,7.791,12000,17.242,8035
62.519,19.474,13.538,7.846,12000,17.220,8035
72.489,19.479,13.538,7.923,12000,17.209,8035
83.520,19.479,13.560,7.890,12000,17.198,8035
93.505,19.479,13.560,7.890,12000,17.187,8035
103.537,19.479,13.560,7.890,12000,17.176,8035
114.476,19.479,13.549,7.857,12000,17.165,8035
124.493,19.479,13.549,7.857,12000,17.154,8040
133.606,19.479,13.560,7.857,12000,17.154,8040
142.828,19.488,13.560,7.846,12000,17.154,8040
151.675,19.488,13.560,7.846,12000,17.154,8040
159.552,19.488,13.560,7.846,12000,17.154,8040
167.698,19.488,13.560,7.846,12000,17.154,8040
179.611,19.488,13.571,7.857,12000,17.154,8040
187.677,19.488,13.571,7.857,12000,17.154,8040
196.602,19.488,13.571,7.857,12000,17.154,8040
207.637,19.488,13.571,7.857,12000,17.154,8055
217.602,19.488,13.571,7.857,12000,17.154,8055
225.648,19.488,13.571,7.857,12000,17.154,8055
235.981,19.488,13.571,7.857,12000,17.154,8055
244.602,19.479,13.571,7.857,12000,17.154,8055
255.696,19.479,13.571,7.868,12000,17.154,8055
264.629,19.470,13.560,7.868,12000,17.154,8055
273.709,19.470,13.560,7.868,12000,17.154,8055
282.644,19.470,13.571,7.857,12000,17.154,8055
292.699,19.470,13.571,7.857,12000,17.154,8055
303.365,19.470,13.571,7.868,12000,17.154,8010
312.944,19.470,13.560,7.857,12000,17.154,8010
323.896,19.470,13.560,7.857,12000,17.154,8010
332.681,19.470,13.560,7.857,12000,17.154,8010
341.721,19.474,13.560,7.857,12000,17.154,8010
350.784,19.474,13.560,7.857,12000,17.154,8010
359.783,19.474,13.560,7.857,12000,17.154,8010
367.601,19.483,13.560,7.857,12000,17.154,8010
375.909,19.483,13.560,7.868,12000,17.154,8010
384.640,19.483,13.560,7.857,12000,17.154,8010
399.627,19.483,13.560,7.857,12000,17.154,7944
409.571,19.483,13.560,7.868,12000,17.154,7944
417.515,19.483,13.560,7.868,12000,17.154,7944
425.583,19.483,13.560,7.868,12000,17.154,7944
433.515,19.483,13.560,7.857,12000,17.143,7944
441.541,19.479,13.560,7.857,12000,17.143,7944
450.496,19.479,13.571,7.868,12000,17.154,7944
458.550,19.479,13.571,7.868,12000,17.154,7944
465.427,19.479,13.571,7.868,12000,17.154,7944
472.427,19.479,13.560,7.868,12000,17.154,7944
480.469,19.479,13.560,7.868,12000,17.154,7891
488.504,19.479,13.560,7.868,12000,17.143,7891
496.482,19.479,13.560,7.868,12000,17.143,7891
504.322,19.479,13.560,7.868,12000,17.143,7891
512.525,19.479,13.560,7.868,12000,17.154,7891
520.418,19.479,13.560,7.868,12000,17.154,7891
528.577,19.479,13.560,7.857,12000,17.143,7891
537.770,19.479,13.560,7.857,12000,17.143,7891
546.645,19.479,13.560,7.857,12000,17.143,7891
554.513,19.479,13.560,7.857,12000,17.143,7891
562.506,19.479,13.560,7.857,12000,17.143,7891
570.639,19.474,13.560,7.868,12000,17.143,7839
578.497,19.474,13.560,7.857,12000,17.143,7839
587.158,19.474,13.560,7.857,12000,17.143,7839
594.647,19.474,13.571,7.857,12000,17.143,7839
604.446,19.474,13.571,7.857,12000,17.143,7839
612.170,19.474,13.560,7.857,12000,17.143,7839
619.538,19.474,13.560,7.868,12000,17.143,7839
627.488,19.474,13.571,7.857,12000,17.143,7839
635.955,19.474,13.571,7.857,12000,17.143,7839
644.406,19.484,13.571,7.868,12000,17.143,7839
652.371,19.484,13.571,7.868,12000,17.143,7839
659.646,19.484,13.571,7.868,12000,17.143,7857
667.475,19.484,13.571,7.868,12000,17.143,7857
676.374,19.484,13.560,7.857,12000,17.143,7857
683.502,19.484,13.560,7.857,12000,17.143,7857
690.368,19.484,13.560,7.857,12000,17.143,7857
698.382,19.484,13.571,7.868,12000,17.143,7857
706.343,19.484,13.571,7.868,12000,17.143,7857
713.375,19.484,13.571,7.868,12000,17.143,7857
721.361,19.484,13.571,7.857,12000,17.143,7857
728.752,19.484,13.560,7.857,12000,17.143,7857
736.898,19.484,13.560,7.857,12000,17.143,7857
745.402,19.470,13.571,7.868,12000,17.143,7857
756.359,19.470,13.571,7.857,12000,17.143,7902
764.428,19.474,13.571,7.857,12000,17.143,7902
771.405,19.474,13.571,7.868,12000,17.143,7902
778.386,19.474,13.560,7.868,12000,17.143,7902
785.535,19.474,13.560,7.868,12000,17.143,7902
