T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

13.656,19.408,11.080,6.988,3900,16.773,431
22.721,19.408,11.080,6.988,4000,16.773,431
31.842,19.408,11.080,6.988,4000,16.773,432
43.532,19.408,11.080,6.988,4000,16.773,433
51.706,19.408,11.080,6.988,4000,16.773,443
59.164,19.408,11.080,6.988,4000,16.773,463
70.641,19.412,11.080,6.988,4000,16.773,464
79.650,19.412,11.080,6.988,4000,16.773,464
87.765,19.412,11.080,6.988,4000,16.773,457
95.648,19.412,11.080,6.988,4000,16.773,434
103.649,19.412,11.080,6.988,4000,16.773,399
112.823,19.412,11.080,6.988,4000,16.773,399
122.738,19.412,11.080,6.988,4000,16.773,387
132.742,19.412,11.080,7.038,4000,16.773,381
141.689,19.412,11.080,7.038,4000,16.773,382
151.384,19.412,11.080,7.038,4000,16.773,386
159.065,19.412,11.080,7.038,4000,16.773,386
168.209,19.408,11.080,7.038,4000,16.773,387
176.957,19.408,11.080,7.038,4000,16.773,390
184.908,19.408,11.080,7.038,4000,16.773,393
193.025,19.408,11.080,7.038,4000,16.773,393
203.545,19.408,11.080,7.038,4000,16.773,394
214.688,19.408,11.080,7.038,4000,16.773,395
222.554,19.408,11.080,7.038,4000,16.773,396
230.826,19.408,11.080,7.038,4000,16.773,396
243.439,19.408,11.080,7.038,4000,16.773,396
252.987,19.412,11.080,7.038,4000,16.773,397
262.664,19.412,11.080,7.038,4000,16.773,399
271.575,19.412,11.080,7.038,4000,16.773,399
278.505,19.412,11.080,7.038,4000,16.661,400
285.790,19.412,11.080,7.038,4000,16.661,401
294.723,19.412,11.080,7.038,4000,16.661,401
302.768,19.412,11.080,7.038,4000,16.661,401
311.628,19.412,11.080,7.038,4000,16.661,400
325.606,19.412,11.080,7.038,4000,16.661,400
332.637,19.412,11.080,7.038,4000,16.661,399
339.609,19.412,11.080,7.038,4000,16.661,398
346.649,19.412,11.080,7.038,4000,16.661,398
354.586,19.408,11.080,7.038,4000,16.661,398
362.901,19.408,11.080,7.038,4000,16.661,398
372.665,19.408,11.076,7.038,4000,16.661,398
388.098,19.408,11.076,7.038,4000,16.661,397
395.618,19.408,11.076,7.038,4000,16.661,395
405.735,19.408,11.076,7.038,4000,16.661,395
413.635,19.408,11.076,7.038,4000,16.661,395
423.736,19.408,11.076,7.038,4000,16.661,394
434.164,19.408,11.076,7.038,4000,16.661,395
444.031,19.408,11.076,7.038,4000,16.661,396
452.981,19.412,11.076,7.038,4000,16.661,396
460.770,19.417,11.076,7.038,4000,16.661,396
474.613,19.417,11.076,7.038,4000,16.661,398
481.579,19.417,11.076,7.038,4000,16.661,398
488.688,19.417,11.076,7.038,4000,16.661,398
497.724,19.417,11.076,7.038,4000,16.661,400
505.565,19.417,11.076,7.038,4000,16.661,400
513.763,19.417,11.076,7.038,4000,16.661,401
522.661,19.417,11.076,7.038,4000,16.661,401
534.931,19.417,11.076,7.038,4000,16.661,402
544.315,19.417,11.076,7.038,4000,16.661,402
559.293,19.412,11.076,7.038,4000,16.661,404
566.878,19.408,11.076,7.038,4000,16.661,405
576.592,19.408,11.076,7.038,4000,16.661,406
583.645,19.408,11.076,7.038,4000,16.661,406
590.582,19.408,11.076,7.038,4000,16.661,406
596.636,19.408,11.076,7.038,4000,16.661,406
603.660,19.408,11.076,7.038,4000,16.661,407
610.636,19.408,11.076,7.086,4000,16.661,407
617.657,19.408,11.076,7.086,4000,16.661,407
628.644,19.408,11.076,7.086,4000,16.661,407
635.594,19.408,11.076,7.086,4000,16.661,407
643.601,19.408,11.076,7.086,4000,16.661,408
650.558,19.408,11.076,7.086,4000,16.661,408
657.571,19.408,11.076,7.086,4000,16.661,409
666.604,19.408,11.076,7.086,4000,16.661,411
672.592,19.408,11.076,7.086,4000,16.661,411
679.559,19.408,11.076,7.086,4000,16.661,412
687.396,19.408,11.076,7.086,4000,16.661,412
694.566,19.408,11.076,7.086,4000,16.661,412
701.638,19.408,11.076,7.086,4000,16.661,411
708.643,19.408,11.076,7.086,4000,16.661,411
715.646,19.408,11.076,7.086,4000,16.661,411
722.719,19.408,11.076,7.086,4000,16.661,411
729.631,19.408,11.076,7.086,4000,16.661,411
736.629,19.408,11.076,7.086,4000,16.661,412
743.665,19.408,11.076,7.086,4000,16.661,412
750.588,19.408,11.076,7.086,4000,16.661,412
757.598,19.408,11.076,7.086,4000,16.661,412
764.439,19.412,11.076,7.086,4000,16.641,412
770.631,19.412,11.076,7.086,4000,16.641,412
785.689,19.412,11.076,7.086,4000,16.641,410
792.665,19.412,11.076,7.086,4000,16.641,410
800.662,19.412,11.076,7.086,4000,16.641,410
809.812,19.412,11.076,7.086,4000,16.641,410
819.720,19.412,11.076,7.086,4000,16.641,409
831.824,19.412,11.076,7.086,4000,16.641,410
841.069,19.412,11.076,7.086,4000,16.641,410
850.864,19.412,11.099,7.086,4000,16.641,409
859.991,19.412,11.099,7.086,4000,16.641,409
868.231,19.408,11.099,7.086,4000,16.641,409
880.603,19.408,11.099,7.086,4000,16.641,408
889.065,19.408,11.099,7.086,4000,16.641,408
898.927,19.408,11.099,7.086,4000,16.641,408
906.856,19.408,11.099,7.086,4000,16.641,409
917.756,19.408,11.099,7.086,4000,16.641,410
925.603,19.408,11.099,7.086,4000,16.641,410
936.663,19.408,11.099,7.086,4000,16.641,411
944.650,19.408,11.099,7.086,4000,16.641,411
953.806,19.408,11.099,7.086,4000,16.641,411
961.736,19.412,11.099,7.086,4000,16.641,411
969.512,19.412,11.099,7.086,4000,16.641,411
977.659,19.412,11.099,7.086,4000,16.641,411
984.639,19.412,11.099,7.086,4000,16.641,411
997.588,19.412,11.099,7.086,4000,16.641,413
1003.614,19.412,11.099,7.086,4000,16.641,414
1010.654,19.412,11.099,7.086,4000,16.641,414
1017.625,19.412,11.099,7.086,4000,16.641,416
1023.631,19.412,11.099,7.086,4000,16.641,416
1030.565,19.412,11.099,7.086,4000,16.641,417
1037.557,19.412,11.099,7.086,4000,16.641,417
1043.641,19.412,11.099,7.086,4000,16.641,417
1049.781,19.412,11.099,7.086,4000,16.641,417
1056.547,19.412,11.099,7.086,4000,16.641,417
1064.577,19.412,11.099,7.086,4000,16.641,416
1070.585,19.412,11.099,7.086,4000,16.641,414
1077.185,19.412,11.099,7.086,4000,16.641,414
1083.634,19.412,11.099,7.076,4000,16.641,413
1090.574,19.412,11.099,7.076,4000,16.641,413
1096.583,19.412,11.099,7.076,4000,16.641,413
1102.730,19.412,11.099,7.076,4000,16.641,413
1109.756,19.412,11.099,7.076,4000,16.641,412
1115.595,19.412,11.099,7.076,4000,16.641,412
1122.595,19.412,11.099,7.076,4000,16.641,412
1128.604,19.412,11.099,7.076,4000,16.641,411
1134.621,19.412,11.099,7.076,4000,16.641,411
1141.533,19.412,11.099,7.076,4000,16.641,410
1147.445,19.412,11.099,7.076,4000,16.641,410
1153.635,19.412,11.099,7.076,4000,16.641,409
1162.758,19.403,11.099,7.076,4000,16.641,409
1169.599,19.403,11.099,7.076,4000,16.641,409
1176.710,19.403,11.099,7.076,4000,16.641,409
1184.529,19.403,11.099,7.076,4000,16.641,410
1190.614,19.403,11.099,7.076,4000,16.641,410
1197.537,19.403,11.099,7.076,4000,16.641,411
