T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

18.157,19.408,11.162,6.997,3900,16.753,417
32.272,19.408,11.162,6.997,4000,16.753,416
45.105,19.408,11.162,6.997,4000,16.753,416
54.153,19.408,11.162,6.997,4000,16.753,427
63.099,19.408,11.162,6.997,4000,16.753,447
71.127,19.408,11.162,6.997,4000,16.753,447
84.186,19.408,11.162,6.997,4000,16.753,450
92.062,19.412,11.162,6.997,4000,16.753,444
103.188,19.412,11.162,6.997,4000,16.753,427
111.601,19.412,11.162,6.997,4000,16.753,402
122.114,19.412,11.162,6.997,4000,16.753,395
129.834,19.412,11.162,6.997,4000,16.753,395
137.113,19.412,11.162,6.997,4000,16.753,395
145.485,19.412,11.162,6.997,4000,16.753,398
153.565,19.412,11.162,6.997,4000,16.753,398
161.555,19.412,11.162,6.997,4000,16.686,399
169.353,19.412,11.162,6.997,4000,16.686,401
177.312,19.412,11.162,6.997,4000,16.686,402
183.012,19.412,11.162,6.997,4000,16.686,402
190.015,19.412,11.162,6.997,4000,16.686,402
197.505,19.412,11.162,6.997,4000,16.686,402
205.073,19.412,11.162,6.997,4000,16.686,401
213.171,19.412,11.180,6.997,4000,16.686,399
221.194,19.412,11.180,6.997,4000,16.686,398
228.210,19.412,11.180,6.997,4000,16.686,398
236.322,19.412,11.180,6.997,4000,16.686,398
243.093,19.412,11.180,6.997,4000,16.686,399
249.026,19.412,11.180,6.997,4000,16.686,399
255.158,19.412,11.180,6.997,4000,16.686,399
264.461,19.412,11.180,6.997,4000,16.686,399
274.191,19.412,11.180,6.997,4000,16.686,399
281.539,19.412,11.180,6.997,4000,16.686,399
290.683,19.412,11.180,6.997,4000,16.686,399
298.808,19.412,11.180,6.997,4000,16.686,399
307.343,19.412,11.180,6.997,4000,16.686,399
315.730,19.412,11.180,6.997,4000,16.686,398
324.184,19.412,11.180,6.997,4000,16.686,398
330.057,19.412,11.180,6.997,4000,16.686,398
336.094,19.412,11.180,6.997,4000,16.686,398
343.080,19.412,11.180,6.997,4000,16.686,398
351.107,19.412,11.180,6.997,4000,16.686,399
373.101,19.412,11.180,6.997,4000,16.686,399
382.384,19.408,11.180,6.997,4000,16.686,399
390.120,19.408,11.180,6.997,4000,16.686,400
396.114,19.408,11.180,6.997,4000,16.686,400
405.101,19.408,11.180,6.997,4000,16.686,400
413.173,19.408,11.180,6.997,4000,16.686,400
423.635,19.408,11.180,6.997,4000,16.686,401
435.130,19.408,11.180,6.997,4000,16.686,401
447.352,19.408,11.180,7.087,4000,16.686,402
457.312,19.408,11.180,7.087,4000,16.686,403
467.057,19.408,11.180,7.087,4000,16.686,403
474.151,19.408,11.180,7.087,4000,16.686,403
481.180,19.408,11.180,7.087,4000,16.686,402
488.158,19.408,11.180,7.087,4000,16.686,402
495.191,19.408,11.180,7.087,4000,16.686,401
502.095,19.408,11.180,7.087,4000,16.686,401
509.120,19.408,11.180,7.087,4000,16.686,401
517.189,19.408,11.180,7.087,4000,16.686,401
525.028,19.408,11.180,7.087,4000,16.686,401
533.253,19.408,11.180,7.087,4000,16.686,401
544.074,19.408,11.180,7.087,4000,16.686,401
551.177,19.408,11.180,7.087,4000,16.686,401
560.174,19.408,11.180,7.087,4000,16.686,401
567.263,19.408,11.180,7.087,4000,16.686,401
580.143,19.412,11.180,7.087,4000,16.686,402
608.179,19.412,11.180,7.087,4000,16.686,402
616.198,19.412,11.180,7.087,4000,16.686,403
624.200,19.412,11.180,7.087,4000,16.686,403
632.167,19.412,11.180,7.087,4000,16.686,402
641.266,19.412,11.180,7.087,4000,16.686,403
648.334,19.412,11.180,7.087,4000,16.613,402
659.714,19.412,11.180,7.087,4000,16.613,400
670.194,19.412,11.180,7.087,4000,16.613,400
677.351,19.412,11.180,7.087,4000,16.613,400
685.501,19.412,11.209,7.087,4000,16.613,399
694.274,19.412,11.209,7.087,4000,16.613,399
708.296,19.412,11.209,7.087,4000,16.613,400
715.209,19.412,11.209,7.087,4000,16.613,401
723.222,19.412,11.209,7.087,4000,16.613,401
732.930,19.412,11.209,7.087,4000,16.613,400
741.174,19.412,11.209,7.087,4000,16.613,400
749.268,19.412,11.209,7.087,4000,16.613,400
758.596,19.412,11.209,7.087,4000,16.613,399
768.187,19.412,11.209,7.087,4000,16.613,398
780.054,19.412,11.209,7.087,4000,16.613,398
788.208,19.408,11.209,7.087,4000,16.613,398
801.160,19.408,11.209,7.087,4000,16.613,399
809.317,19.408,11.209,7.087,4000,16.613,400
818.413,19.408,11.209,7.087,4000,16.613,400
827.436,19.408,11.209,7.087,4000,16.613,401
836.145,19.408,11.209,7.087,4000,16.613,401
844.185,19.408,11.209,7.087,4000,16.613,402
853.342,19.408,11.209,7.087,4000,16.613,402
863.699,19.408,11.209,7.087,4000,16.613,402
872.332,19.408,11.209,7.087,4000,16.613,402
882.315,19.408,11.209,7.087,4000,16.613,402
890.392,19.408,11.209,7.087,4000,16.613,401
898.404,19.408,11.209,7.087,4000,16.613,400
909.335,19.408,11.209,7.087,4000,16.613,400
918.188,19.408,11.209,7.076,4000,16.613,400
926.518,19.408,11.209,7.076,4000,16.613,400
935.151,19.408,11.209,7.076,4000,16.613,402
942.098,19.408,11.209,7.076,4000,16.613,403
951.197,19.408,11.209,7.076,4000,16.613,404
960.544,19.408,11.209,7.076,4000,16.613,404
971.656,19.412,11.209,7.076,4000,16.613,404
981.388,19.412,11.209,7.076,4000,16.613,405
989.586,19.412,11.209,7.076,4000,16.613,406
997.181,19.412,11.209,7.076,4000,16.613,406
1004.059,19.412,11.209,7.076,4000,16.613,406
1011.096,19.412,11.209,7.076,4000,16.613,408
1020.139,19.412,11.209,7.076,4000,16.613,409
1026.090,19.412,11.209,7.076,4000,16.613,409
1033.217,19.412,11.209,7.076,4000,16.613,408
1040.736,19.412,11.209,7.076,4000,16.613,408
1049.413,19.412,11.209,7.076,4000,16.613,407
1057.388,19.412,11.209,7.076,4000,16.613,406
1065.330,19.412,11.209,7.076,4000,16.613,406
1071.545,19.408,11.209,7.076,4000,16.613,406
1077.133,19.408,11.209,7.076,4000,16.613,405
1084.100,19.412,11.209,7.076,4000,16.613,405
1093.057,19.412,11.209,7.076,4000,16.613,405
1100.134,19.412,11.209,7.076,4000,16.613,404
1106.262,19.412,11.209,7.076,4000,16.613,404
1115.187,19.412,11.209,7.076,4000,16.613,403
1122.213,19.412,11.209,7.076,4000,16.613,404
1128.098,19.412,11.209,7.076,4000,16.613,404
1134.460,19.412,11.209,7.076,4000,16.611,405
1142.180,19.412,11.209,7.076,4000,16.611,405
1150.258,19.412,11.209,7.076,4000,16.611,405
1157.705,19.412,11.254,7.076,4000,16.611,405
1165.240,19.412,11.254,7.076,4000,16.611,404
1172.662,19.412,11.254,7.076,4000,16.611,404
1179.334,19.412,11.254,7.076,4000,16.611,406
1186.364,19.403,11.254,7.076,4000,16.611,406
1194.213,19.403,11.254,7.076,4000,16.611,406
1200.130,19.403,11.254,7.076,4000,16.611,406
1208.268,19.403,11.254,7.076,4000,16.611,406
1221.443,19.403,11.254,7.076,4000,16.611,405
1233.207,19.403,11.254,7.076,4000,16.611,403
1241.172,19.403,11.254,7.076,4000,16.611,403
1248.130,19.403,11.254,7.076,4000,16.611,403
1255.211,19.403,11.254,7.076,4000,16.611,405
1262.148,19.403,11.254,7.076,4000,16.611,405
1270.762,19.403,11.254,7.076,4000,16.611,405
1278.167,19.403,11.254,7.076,4000,16.611,406
1284.113,19.412,11.254,7.076,4000,16.611,406
1295.197,19.412,11.254,7.076,4000,16.611,406
1308.107,19.412,11.254,7.076,4000,16.611,405
1315.089,19.412,11.254,7.076,4000,16.611,405
1323.228,19.412,11.254,7.076,4000,16.611,405
1330.122,19.412,11.254,7.076,4000,16.611,405
1337.210,19.412,11.254,7.076,4000,16.611,404
1344.150,19.412,11.254,7.076,4000,16.611,405
1352.377,19.412,11.254,7.076,4000,16.611,405
1359.111,19.412,11.254,7.076,4000,16.611,406
1366.086,19.412,11.254,7.076,4000,16.611,406
1374.089,19.412,11.254,7.076,4000,16.611,406
1381.228,19.408,11.254,7.076,4000,16.611,407
1389.105,19.408,11.254,7.076,4000,16.611,407
1397.116,19.408,11.254,7.077,4000,16.611,407
1404.677,19.408,11.254,7.077,4000,16.611,407
1415.126,19.408,11.254,7.077,4000,16.611,408
1422.216,19.408,11.254,7.077,4000,16.611,408
1432.100,19.408,11.254,7.077,4000,16.611,408
1443.331,19.408,11.254,7.077,4000,16.611,408
1450.119,19.408,11.254,7.077,4000,16.611,409
1461.046,19.408,11.254,7.077,4000,16.611,409
1467.636,19.408,11.254,7.077,4000,16.611,409
1481.258,19.408,11.254,7.077,4000,16.611,410
1489.292,19.412,11.254,7.077,4000,16.611,410
1498.230,19.412,11.254,7.077,4000,16.611,409
1506.431,19.412,11.254,7.077,4000,16.611,409
1516.189,19.412,11.254,7.077,4000,16.611,409
1525.225,19.412,11.254,7.077,4000,16.611,409
1535.410,19.412,11.254,7.077,4000,16.611,411
1552.101,19.412,11.254,7.077,4000,16.611,412
1560.701,19.412,11.254,7.077,4000,16.611,412
1570.427,19.412,11.254,7.077,4000,16.611,412
1583.262,19.412,11.254,7.077,4000,16.611,412
1595.374,19.412,11.254,7.077,4000,16.611,412
1605.938,19.412,11.254,7.077,4000,16.611,411
1618.517,19.412,11.254,7.077,4000,16.611,412
1627.953,19.412,11.254,7.077,4000,16.606,412
1640.847,19.412,11.281,7.077,4000,16.606,412
1649.654,19.412,11.281,7.077,4000,16.606,413
1661.303,19.412,11.281,7.077,4000,16.606,412
1672.269,19.412,11.281,7.077,4000,16.606,411
1683.558,19.412,11.281,7.077,4000,16.606,411
