T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

13.016,19.488,13.110,7.769,11800,17.231,8008
27.130,19.488,13.110,7.769,12000,17.231,8008
37.025,19.488,13.110,7.758,12000,17.231,8008
52.700,19.488,13.077,7.758,12000,17.209,8010
65.002,19.488,13.099,7.890,12000,17.187,8010
76.389,19.488,13.099,7.901,12000,17.187,8010
88.031,19.488,13.099,7.901,12000,17.165,8010
98.939,19.488,13.088,7.901,12000,17.154,8010
108.022,19.488,13.099,7.868,12000,17.143,8010
116.074,19.488,13.110,7.879,12000,17.132,8010
126.013,19.488,13.110,7.879,12000,17.132,8010
136.950,19.488,13.110,7.857,12000,17.132,8016
146.919,19.488,13.110,7.857,12000,17.121,8016
154.940,19.488,13.110,7.868,12000,17.121,8016
163.015,19.488,13.110,7.868,12000,17.121,8016
171.814,19.488,13.110,7.857,12000,17.121,8016
180.681,19.488,13.110,7.857,12000,17.121,8016
190.332,19.488,13.110,7.857,12000,17.121,8016
198.828,19.488,13.099,7.868,12000,17.121,8016
207.152,19.488,13.110,7.857,12000,17.121,8016
214.876,19.488,13.110,7.857,12000,17.121,8016
223.002,19.483,13.110,7.857,12000,17.121,8027
230.851,19.483,13.110,7.857,12000,17.121,8027
240.113,19.483,13.099,7.857,12000,17.121,8027
247.987,19.479,13.110,7.857,12000,17.121,8027
256.658,19.479,13.110,7.857,12000,17.121,8027
264.776,19.479,13.110,7.857,12000,17.121,8027
272.672,19.479,13.110,7.857,12000,17.121,8027
279.732,19.479,13.110,7.857,12000,17.121,8027
289.137,19.479,13.110,7.857,12000,17.121,8027
297.994,19.479,13.110,7.857,12000,17.121,8027
306.067,19.479,13.110,7.857,12000,17.121,8027
315.735,19.479,13.110,7.857,12000,17.121,7969
323.911,19.479,13.110,7.868,12000,17.121,7969
332.283,19.479,13.110,7.857,12000,17.121,7969
342.174,19.479,13.110,7.857,12000,17.121,7969
350.924,19.479,13.110,7.857,12000,17.121,7969
358.686,19.479,13.099,7.857,12000,17.121,7969
368.381,19.479,13.110,7.857,12000,17.121,7969
375.852,19.479,13.110,7.857,12000,17.121,7969
382.909,19.479,13.110,7.857,12000,17.121,7969
393.490,19.479,13.099,7.868,12000,17.121,7969
401.832,19.479,13.110,7.857,12000,17.121,7900
410.034,19.479,13.110,7.857,12000,17.121,7900
417.836,19.479,13.099,7.857,12000,17.121,7900
425.641,19.479,13.099,7.857,12000,17.121,7900
432.716,19.479,13.099,7.857,12000,17.121,7900
440.577,19.479,13.121,7.868,12000,17.121,7900
447.631,19.479,13.121,7.857,12000,17.121,7900
454.618,19.479,13.121,7.857,12000,17.121,7900
462.608,19.479,13.099,7.857,12000,17.121,7900
469.675,19.479,13.099,7.857,12000,17.121,7900
477.681,19.479,13.099,7.857,12000,17.121,7900
485.561,19.479,13.110,7.857,12000,17.121,7900
493.050,19.479,13.110,7.857,12000,17.121,7840
500.578,19.479,13.099,7.857,12000,17.121,7840
507.606,19.479,13.099,7.857,12000,17.121,7840
514.712,19.479,13.099,7.868,12000,17.121,7840
522.596,19.479,13.099,7.868,12000,17.121,7840
529.910,19.479,13.110,7.868,12000,17.121,7840
536.664,19.479,13.099,7.868,12000,17.121,7840
544.569,19.483,13.099,7.868,12000,17.121,7840
553.837,19.483,13.099,7.868,12000,17.121,7840
561.740,19.483,13.099,7.868,12000,17.121,7840
569.639,19.483,13.099,7.868,12000,17.121,7840
576.829,19.483,13.099,7.868,12000,17.121,7840
583.570,19.483,13.099,7.868,12000,17.121,7786
592.255,19.483,13.121,7.868,12000,17.121,7786
602.821,19.483,13.110,7.857,12000,17.121,7786
611.787,19.483,13.110,7.857,12000,17.121,7786
621.690,19.483,13.099,7.857,12000,17.121,7786
628.873,19.483,13.099,7.868,12000,17.121,7786
636.681,19.483,13.099,7.868,12000,17.121,7786
644.646,19.479,13.099,7.857,12000,17.121,7786
651.826,19.479,13.110,7.857,12000,17.110,7786
660.829,19.479,13.110,7.857,12000,17.110,7786
667.698,19.479,13.110,7.868,12000,17.110,7786
676.544,19.479,13.110,7.868,12000,17.110,7811
684.739,19.479,13.110,7.868,12000,17.110,7811
691.615,19.479,13.099,7.868,12000,17.110,7811
698.643,19.479,13.099,7.868,12000,17.110,7811
705.621,19.479,13.099,7.868,12000,17.110,7811
712.744,19.479,13.099,7.868,12000,17.110,7811
720.774,19.479,13.099,7.868,12000,17.110,7811
727.677,19.479,13.110,7.868,12000,17.110,7811
736.592,19.479,13.121,7.857,12000,17.110,7811
744.611,19.479,13.121,7.868,12000,17.110,7811
752.154,19.479,13.121,7.879,12000,17.110,7811
762.613,19.479,13.110,7.879,12000,17.110,7855
771.708,19.479,13.099,7.868,12000,17.110,7855
778.615,19.479,13.099,7.868,12000,17.110,7855
786.716,19.479,13.099,7.868,12000,17.110,7855
794.723,19.479,13.110,7.868,12000,17.110,7855
804.610,19.479,13.110,7.868,12000,17.110,7855
812.662,19.479,13.110,7.868,12000,17.110,7855
822.044,19.483,13.110,7.868,12000,17.110,7855
829.802,19.483,13.110,7.868,12000,17.110,7855
840.042,19.483,13.099,7.868,12000,17.110,7855
847.904,19.483,13.099,7.879,12000,17.110,7855
857.036,19.483,13.099,7.868,12000,17.110,7891
864.909,19.483,13.110,7.868,12000,17.110,7891
872.915,19.483,13.110,7.857,12000,17.110,7891
879.673,19.483,13.110,7.868,12000,17.110,7891
887.708,19.483,13.110,7.868,12000,17.110,7891
897.881,19.483,13.099,7.868,12000,17.110,7891
906.158,19.483,13.099,7.879,12000,17.110,7891
915.815,19.483,13.099,7.868,12000,17.110,7891
923.027,19.474,13.110,7.868,12000,17.110,7891
932.094,19.474,13.110,7.868,12000,17.110,7891
939.915,19.474,13.099,7.868,12000,17.110,7891
948.020,19.474,13.099,7.868,12000,17.110,7920
954.895,19.474,13.110,7.868,12000,17.110,7920
964.515,19.474,13.110,7.868,12000,17.110,7920
971.562,19.474,13.110,7.868,12000,17.110,7920
979.993,19.474,13.099,7.868,12000,17.110,7920
990.125,19.474,13.099,7.868,12000,17.110,7920
998.021,19.474,13.110,7.868,12000,17.110,7920
1009.110,19.474,13.110,7.868,12000,17.110,7920
1022.619,19.483,13.099,7.879,12000,17.110,7920
1033.891,19.483,13.110,7.868,12000,17.110,7942
1042.830,19.483,13.110,7.857,12000,17.110,7942
1055.128,19.483,13.110,7.868,12000,17.110,7942
1064.489,19.483,13.099,7.857,12000,17.110,7942
1073.317,19.483,13.110,7.857,12000,17.110,7942
1083.765,19.483,13.099,7.868,12000,17.110,7942
1092.669,19.483,13.099,7.857,12000,17.110,7942
1099.848,19.483,13.110,7.857,12000,17.110,7942
1107.876,19.483,13.110,7.868,12000,17.110,7942
1115.705,19.479,13.121,7.868,12000,17.110,7942
1124.728,19.479,13.110,7.868,12000,17.110,7959
1131.963,19.479,13.099,7.857,12000,17.110,7959
1142.845,19.474,13.099,7.857,12000,17.110,7959
1157.768,19.474,13.110,7.868,12000,17.110,7959
1167.241,19.474,13.110,7.868,12000,17.110,7959
1174.705,19.474,13.110,7.868,12000,17.110,7959
1182.967,19.474,13.110,7.868,12000,17.110,7959
1190.611,19.474,13.110,7.868,12000,17.110,7959
1197.687,19.474,13.110,7.868,12000,17.110,7959
1204.634,19.474,13.099,7.868,12000,17.110,7959
1212.626,19.474,13.099,7.868,12000,17.110,7972
1220.677,19.474,13.099,7.868,12000,17.110,7972
1227.597,19.474,13.110,7.868,12000,17.110,7972
1234.672,19.474,13.099,7.868,12000,17.110,7972
1241.688,19.479,13.099,7.868,12000,17.110,7972
1249.633,19.479,13.099,7.868,12000,17.110,7972
1257.486,19.479,13.110,7.868,12000,17.110,7972
1264.713,19.479,13.099,7.868,12000,17.110,7972
1271.817,19.479,13.110,7.868,12000,17.110,7972
1279.634,19.479,13.099,7.868,12000,17.110,7972
1286.630,19.479,13.099,7.868,12000,17.110,7972
1294.786,19.479,13.099,7.868,12000,17.110,7972
1301.764,19.479,13.099,7.857,12000,17.110,7983
1308.617,19.479,13.110,7.857,12000,17.110,7983
1316.752,19.479,13.099,7.857,12000,17.110,7983
1324.626,19.479,13.099,7.857,12000,17.110,7983
1331.894,19.479,13.099,7.868,12000,17.110,7983
1338.643,19.483,13.099,7.868,12000,17.110,7983
1346.701,19.483,13.110,7.868,12000,17.110,7983
1354.564,19.483,13.099,7.868,12000,17.110,7983
1361.588,19.483,13.099,7.857,12000,17.110,7983
1368.683,19.483,13.099,7.868,12000,17.110,7983
1375.745,19.483,13.099,7.868,12000,17.110,7983
1382.812,19.483,13.099,7.868,12000,17.110,7983
1389.705,19.483,13.099,7.868,12000,17.110,7994
1396.665,19.483,13.099,7.868,12000,17.110,7994
1403.659,19.483,13.099,7.868,12000,17.110,7994
1410.863,19.483,13.099,7.868,12000,17.110,7994
1418.689,19.488,13.099,7.868,12000,17.110,7994
1425.689,19.488,13.110,7.868,12000,17.110,7994
1432.659,19.488,13.099,7.868,12000,17.110,7994
1440.622,19.483,13.099,7.868,12000,17.110,7994
1454.767,19.483,13.099,7.868,12000,17.110,7994
1462.014,19.483,13.099,7.868,12000,17.110,7994
1473.627,19.483,13.110,7.868,12000,17.110,7994
1481.807,19.483,13.099,7.868,12000,17.110,8004
1489.234,19.483,13.099,7.868,12000,17.110,8004
1496.702,19.483,13.110,7.868,12000,17.110,8004
1504.814,19.483,13.099,7.857,12000,17.110,8004
1514.819,19.483,13.110,7.857,12000,17.110,8004
1524.335,19.483,13.110,7.868,12000,17.110,8004
1531.923,19.483,13.099,7.868,12000,17.110,8004
1539.974,19.483,13.099,7.868,12000,17.110,8004
1547.462,19.483,13.110,7.868,12000,17.099,8004
1555.989,19.483,13.099,7.857,12000,17.110,8004
1565.113,19.483,13.099,7.857,12000,17.110,8004
1571.829,19.483,13.110,7.857,12000,17.110,8012
1579.844,19.483,13.099,7.857,12000,17.110,8012
1588.075,19.483,13.099,7.868,12000,17.110,8012
1596.800,19.483,13.099,7.868,12000,17.110,8012
1603.919,19.483,13.099,7.857,12000,17.099,8012
1612.838,19.483,13.110,7.857,12000,17.110,8012
1620.847,19.474,13.110,7.868,12000,17.110,8012
1628.941,19.474,13.110,7.868,12000,17.110,8012
1638.317,19.474,13.099,7.868,12000,17.099,8012
1646.045,19.474,13.099,7.868,12000,17.099,8012
1656.000,19.474,13.099,7.857,12000,17.099,8012
1664.132,19.474,13.110,7.857,12000,17.099,8017
1673.081,19.474,13.110,7.868,12000,17.099,8017
1681.294,19.474,13.099,7.868,12000,17.099,8017
1691.687,19.474,13.099,7.868,12000,17.099,8017
1699.221,19.474,13.110,7.868,12000,17.099,8017
1707.462,19.474,13.110,7.879,12000,17.099,8017
1717.053,19.474,13.099,7.879,12000,17.099,8017
1724.044,19.479,13.099,7.868,12000,17.099,8017
1731.852,19.479,13.099,7.868,12000,17.099,8017
1740.311,19.479,13.099,7.868,12000,17.099,8017
1749.821,19.479,13.110,7.868,12000,17.099,8019
1760.439,19.479,13.110,7.868,12000,17.099,8019
1769.746,19.479,13.110,7.868,12000,17.099,8019
1786.796,19.479,13.099,7.868,12000,17.099,8019
1798.096,19.479,13.099,7.868,12000,17.099,8019
1807.395,19.479,13.110,7.868,12000,17.099,8019
1815.831,19.479,13.110,7.868,12000,17.099,8019
1830.099,19.483,13.099,7.868,12000,17.099,8019
1842.802,19.483,13.099,7.868,12000,17.099,8017
1849.968,19.483,13.110,7.868,12000,17.099,8017
1857.670,19.483,13.110,7.868,12000,17.099,8017
1868.830,19.483,13.110,7.868,12000,17.099,8017
1877.109,19.483,13.099,7.868,12000,17.099,8017
1884.746,19.483,13.110,7.868,12000,17.099,8017
1893.333,19.483,13.110,7.868,12000,17.099,8017
1902.800,19.483,13.110,7.857,12000,17.099,8017
1910.824,19.483,13.099,7.868,12000,17.099,8017
1918.649,19.479,13.110,7.868,12000,17.099,8017
1926.733,19.479,13.110,7.868,12000,17.099,8017
1933.789,19.479,13.110,7.868,12000,17.099,8015
1945.910,19.479,13.110,7.857,12000,17.099,8015
1953.729,19.479,13.099,7.857,12000,17.099,8015
1962.978,19.479,13.099,7.857,12000,17.099,8015
1972.476,19.479,13.110,7.857,12000,17.099,8015
1981.724,19.479,13.099,7.857,12000,17.099,8015
1989.925,19.479,13.099,7.868,12000,17.099,8015
1999.019,19.479,13.110,7.868,12000,17.099,8015
2006.943,19.479,13.099,7.879,12000,17.099,8015
2017.819,19.479,13.110,7.868,12000,17.099,8015
2029.758,19.474,13.110,7.868,12000,17.099,8013
2055.939,19.474,13.099,7.868,12000,17.099,8013
2070.800,19.474,13.110,7.868,12000,17.099,8013
2087.092,19.474,13.110,7.868,12000,17.099,8013
2097.116,19.474,13.099,7.868,12000,17.099,8013
2104.961,19.474,13.099,7.868,12000,17.099,8013
2111.826,19.474,13.099,7.868,12000,17.099,8014
2121.903,19.479,13.099,7.879,12000,17.099,8014
2129.855,19.479,13.099,7.879,12000,17.099,8014
2136.930,19.479,13.099,7.857,12000,17.099,8014
2144.674,19.479,13.110,7.857,12000,17.099,8014
2151.708,19.479,13.099,7.857,12000,17.099,8014
2158.915,19.479,13.099,7.857,12000,17.099,8014
2166.852,19.479,13.110,7.868,12000,17.099,8014
2174.743,19.479,13.110,7.868,12000,17.099,8014
2181.695,19.479,13.110,7.868,12000,17.099,8014
2188.662,19.479,13.099,7.868,12000,17.099,8014
2195.909,19.479,13.099,7.868,12000,17.099,8014
2204.631,19.479,13.099,7.868,12000,17.099,8016
2212.948,19.479,13.099,7.857,12000,17.099,8016
2219.677,19.483,13.099,7.857,12000,17.099,8016
2226.757,19.483,13.099,7.857,12000,17.099,8016
