T_(ms),Sys_Volts_(V),Comp_P_(mA),Piezo_P_(mA),Piezo_out_(mV),V_dist_(mA),LC_(grams)

7.980,20.486,12.308,7.769,11800,17.319,7881
18.990,20.486,12.319,7.769,12000,17.319,7881
33.257,20.486,12.319,7.769,12000,17.319,7881
43.018,20.486,12.319,7.769,12000,17.319,7881
52.981,20.486,12.297,7.890,12000,17.308,7881
64.513,20.481,12.308,7.901,12000,17.275,7881
74.055,20.481,12.308,7.901,12000,17.264,7881
85.174,20.481,12.308,7.923,12000,17.253,7883
98.398,20.481,12.319,7.901,12000,17.242,7883
109.004,20.481,12.319,7.890,12000,17.220,7883
118.014,20.481,12.308,7.890,12000,17.220,7883
126.997,20.481,12.308,7.879,12000,17.220,7883
137.015,20.481,12.297,7.879,12000,17.220,7883
144.954,20.481,12.297,7.879,12000,17.220,7883
153.967,20.481,12.297,7.868,12000,17.220,7883
162.004,20.481,12.297,7.868,12000,17.220,7883
170.038,20.481,12.319,7.868,12000,17.220,7883
179.016,20.481,12.319,7.868,12000,17.220,7926
187.945,20.481,12.308,7.868,12000,17.220,7926
197.533,20.481,12.308,7.868,12000,17.220,7926
205.460,20.481,12.308,7.868,12000,17.220,7926
213.029,20.481,12.308,7.868,12000,17.220,7926
221.122,20.481,12.308,7.868,12000,17.220,7926
228.893,20.481,12.308,7.857,12000,17.209,7926
236.880,20.481,12.308,7.857,12000,17.209,7926
244.984,20.481,12.308,7.868,12000,17.209,7926
254.028,20.481,12.308,7.868,12000,17.209,7926
263.602,20.481,12.308,7.868,12000,17.209,7926
272.996,20.481,12.308,7.868,12000,17.209,7838
279.979,20.481,12.308,7.868,12000,17.209,7838
293.930,20.481,12.308,7.857,12000,17.209,7838
301.953,20.481,12.308,7.857,12000,17.220,7838
311.902,20.481,12.308,7.857,12000,17.220,7838
321.416,20.481,12.308,7.868,12000,17.209,7838
331.911,20.481,12.308,7.868,12000,17.220,7838
